timestamp,rssi,sub_1,sub_2,sub_3,sub_4,sub_5,sub_6,sub_7,sub_8,sub_9,sub_10,sub_11,sub_12,sub_13,sub_14,sub_15,sub_16,sub_17,sub_18,sub_19,sub_20,sub_21,sub_22,sub_23,sub_24,sub_25,sub_26,sub_27,sub_28,sub_29,sub_30,sub_31,sub_32,sub_33,sub_34,sub_35,sub_36,sub_37,sub_38,sub_39,sub_40,sub_41,sub_42,sub_43,sub_44,sub_45,sub_46,sub_47,sub_48,sub_49,sub_50,sub_51,sub_52
1779652429.3052063,-53,3.00,24.19,23.71,24.17,23.77,23.41,24.04,23.77,24.52,25.32,26.31,26.17,27.17,28.07,29.07,30.07,31.14,31.26,31.40,31.58,32.02,31.62,31.95,31.38,31.30,30.89,7.21,20.52,20.62,20.81,21.63,21.63,21.95,21.95,22.83,22.83,22.83,22.83,22.83,21.95,21.95,21.10,21.63,20.81,21.40,21.26,21.26,21.21,21.93,22.02,22.80,23.02,22.47
1779652429.3341367,-53,3.00,24.19,24.19,24.60,23.26,23.77,23.41,23.77,24.52,24.33,25.32,26.17,27.17,28.07,29.15,30.27,32.25,33.14,34.13,35.13,32.76,32.89,34.54,34.18,32.31,32.20,8.06,20.81,21.63,21.95,21.47,22.36,22.36,22.36,23.26,22.85,22.85,22.85,22.85,21.93,22.36,21.47,21.47,21.10,20.81,21.40,20.62,21.26,21.21,21.93,23.43,23.60,23.02
1779652429.3647718,-53,3.00,21.19,22.14,21.84,21.59,21.59,21.38,22.20,22.09,23.02,23.00,24.00,25.02,25.02,26.02,27.02,28.00,28.00,28.02,28.07,28.16,28.44,27.66,27.89,28.46,27.86,7.28,17.80,18.44,18.44,18.38,19.10,19.85,20.62,20.00,20.00,20.00,20.00,20.00,19.21,19.21,18.44,19.10,18.38,19.10,18.44,19.21,18.60,19.42,20.25,20.59,20.12,20.62
1779652429.3963747,-53,3.00,21.38,22.20,22.09,22.09,21.02,22.00,22.02,22.20,23.35,23.54,24.74,24.74,25.71,26.93,27.89,28.64,28.64,29.43,29.27,29.07,29.02,29.00,29.02,29.15,28.28,7.07,18.87,19.42,19.42,19.21,19.85,19.85,20.52,20.52,19.80,20.52,20.52,19.80,19.80,19.10,19.85,19.21,19.42,18.87,18.87,19.24,19.24,19.70,20.62,21.19,20.88,21.59
1779652429.4254386,-53,3.00,20.62,20.00,20.00,19.42,19.72,20.12,20.12,20.62,20.25,21.19,21.84,22.80,23.77,24.74,24.74,25.96,26.25,26.57,26.57,26.93,26.40,25.94,26.42,26.63,27.20,7.21,17.89,17.89,17.46,18.03,18.03,18.97,18.68,18.68,18.68,18.68,18.68,18.68,18.68,18.03,18.03,18.38,17.46,17.89,18.36,17.49,18.03,18.60,17.80,18.44,19.10,19.80
1779652429.4541748,-53,3.00,21.26,22.02,21.40,21.40,21.63,21.10,21.47,21.02,21.93,22.47,23.41,24.35,25.30,26.25,27.20,27.51,27.86,27.86,28.23,27.73,28.65,28.30,28.02,28.43,28.32,7.07,18.79,19.31,19.31,19.92,19.92,20.62,20.62,20.62,20.40,20.40,20.40,20.40,20.40,19.65,19.65,18.97,19.31,19.31,18.79,19.24,19.72,20.25,20.25,20.00,20.62,20.52
1779652429.4831617,-53,3.00,19.24,20.22,20.40,19.42,19.65,19.92,19.92,20.25,21.02,22.36,22.36,22.83,22.83,24.19,25.06,25.94,26.40,26.40,26.93,26.25,25.96,26.68,26.48,26.17,26.08,7.07,17.46,17.46,17.72,18.03,18.38,18.38,17.89,17.89,18.38,18.79,18.79,18.38,17.46,17.09,17.09,17.09,16.76,17.72,17.46,17.46,17.26,18.11,18.03,19.03,19.00,19.03
1779652429.5127697,-53,3.00,18.44,17.80,17.80,18.03,18.03,18.36,18.79,18.79,19.31,20.25,19.92,20.88,21.84,22.80,24.04,24.04,24.35,25.63,25.08,25.50,25.06,24.70,24.41,24.21,24.84,5.66,16.16,16.16,15.81,16.76,16.49,17.46,17.46,17.46,17.46,18.25,18.25,17.26,17.26,16.28,16.49,16.76,16.76,16.16,16.55,16.12,16.12,16.64,16.64,17.20,17.03,17.03
1779652429.543364,-53,3.00,23.19,23.35,23.35,23.54,22.80,23.09,24.35,24.70,25.08,25.50,25.50,26.83,28.18,28.18,29.53,29.97,30.46,31.02,30.36,29.61,29.43,29.61,27.46,29.02,31.00,7.07,20.10,20.22,20.22,20.40,21.59,20.88,21.19,21.54,21.54,21.93,21.93,21.93,21.54,20.25,20.25,20.25,19.92,20.62,20.40,20.22,21.21,21.10,22.02,22.02,23.00,22.02
1779652429.571827,-53,3.00,18.79,19.24,19.24,18.87,19.42,19.21,19.21,19.85,19.80,20.52,21.93,22.67,22.67,23.43,24.08,24.76,25.46,25.46,25.50,25.61,25.81,25.24,25.55,25.50,25.08,6.71,18.00,18.03,17.00,17.03,17.12,18.25,18.25,18.25,18.25,17.46,17.26,17.26,17.26,16.12,16.12,16.03,16.03,16.00,17.03,16.12,17.26,17.26,17.46,17.72,18.03,18.03
1779652429.6025815,-53,3.00,21.21,21.38,21.59,21.59,21.84,22.14,22.47,22.85,23.26,23.71,24.19,24.70,26.08,27.46,28.30,29.15,29.15,29.53,29.07,29.55,29.73,29.41,28.86,28.64,29.27,8.06,18.68,18.68,18.97,19.31,19.70,21.02,20.12,20.12,20.12,20.12,20.59,20.12,20.12,18.79,18.38,19.31,18.97,18.68,19.42,19.42,19.24,20.10,20.02,20.02,20.00,20.00
1779652429.631247,-53,3.00,21.00,21.02,21.02,21.10,20.22,20.40,21.59,21.84,22.14,22.47,22.85,24.17,25.50,25.50,26.40,26.93,27.86,28.46,28.16,28.86,28.64,27.46,27.29,28.07,28.00,7.00,18.79,17.89,18.36,18.36,18.87,19.42,18.60,19.21,19.21,19.21,19.21,19.21,19.42,18.87,18.87,17.49,18.36,17.89,18.38,18.03,18.97,18.68,19.42,20.22,20.10,20.10
1779652429.6629796,-53,3.00,23.32,23.71,23.26,22.85,22.85,23.41,24.04,23.54,24.33,25.18,26.17,27.17,28.16,29.07,29.07,30.15,31.26,31.40,31.78,32.02,31.62,31.02,31.38,31.30,31.76,8.06,21.40,20.81,21.63,21.95,21.95,22.36,22.36,21.93,22.85,22.85,22.85,22.36,22.36,22.36,21.47,21.10,21.10,20.81,21.40,20.62,21.26,21.21,21.93,22.67,22.20,22.47
1779652429.695791,-53,3.00,21.63,21.63,21.40,22.02,21.26,21.21,21.93,22.02,22.20,23.02,23.85,24.70,25.55,26.08,26.93,27.46,28.02,28.60,29.21,29.07,29.00,28.28,28.32,28.43,28.84,7.21,19.10,20.10,20.10,20.02,21.02,21.02,21.00,21.00,21.02,21.02,21.02,21.02,20.00,20.00,20.00,19.03,19.10,19.10,19.42,19.65,19.92,20.25,20.25,20.62,21.02,20.59
1779652429.7212608,-53,3.00,17.69,18.44,18.44,18.60,18.03,18.36,19.24,18.79,19.31,20.25,19.92,20.88,21.84,22.80,24.04,24.04,25.30,25.63,25.08,25.50,25.06,25.55,25.24,25.00,24.84,5.66,16.55,16.76,17.46,17.46,17.26,17.12,17.03,18.11,18.11,18.11,18.11,18.11,17.12,17.26,16.28,16.49,16.49,15.81,16.16,16.55,17.00,17.49,17.49,17.20,17.80,17.03
1779652429.7534995,-53,3.00,22.36,22.20,22.09,22.02,22.00,22.00,22.02,22.09,23.19,23.35,24.52,25.00,25.96,26.93,28.86,28.86,30.08,30.81,32.25,31.06,29.15,29.00,29.27,28.28,29.27,8.06,19.21,19.85,19.85,20.52,19.80,20.52,21.26,21.26,20.62,21.26,21.26,20.52,20.52,19.80,19.80,19.10,19.21,19.21,19.42,19.72,19.72,20.12,20.62,21.19,20.88,20.88
1779652429.7839322,-53,3.00,24.21,25.00,24.41,23.85,24.19,24.60,24.17,25.08,25.63,26.25,26.93,27.89,28.86,29.83,30.81,31.05,32.28,32.57,33.24,32.70,32.20,32.65,32.25,32.45,32.20,8.60,22.47,22.83,22.85,21.54,22.47,24.35,24.04,23.77,23.77,23.54,23.54,22.80,22.80,22.14,22.14,21.54,21.93,21.02,21.47,21.95,21.63,22.20,22.80,23.43,23.35,24.04
1779652429.8137743,-53,3.00,22.02,21.93,21.93,21.93,21.26,22.02,22.20,23.02,23.32,24.19,24.60,24.60,25.94,26.83,28.18,28.18,28.65,29.15,30.23,30.00,29.83,29.07,29.70,29.73,29.83,7.81,20.25,19.92,19.65,19.65,20.40,20.22,21.21,21.10,21.10,21.10,21.10,21.10,20.22,20.22,19.24,19.42,19.65,19.65,18.97,19.31,19.70,20.12,20.59,20.59,20.81,20.81
1779652429.8444388,-53,3.00,22.00,21.00,22.02,22.02,22.09,22.20,22.36,22.80,24.04,24.35,24.35,25.63,26.00,27.86,27.86,27.51,30.68,31.62,27.89,26.31,27.17,28.07,28.00,28.07,29.15,8.00,18.79,19.24,19.72,19.42,19.42,20.00,20.00,20.62,20.62,20.62,20.62,20.00,20.00,19.42,19.42,18.87,19.72,19.24,18.79,18.38,18.97,19.92,20.62,20.62,21.38,21.21
1779652429.8738604,-53,3.00,20.52,20.52,20.52,21.26,20.62,20.81,21.10,21.10,21.47,21.93,22.85,23.77,24.70,26.00,26.93,27.31,27.31,27.73,28.18,27.78,27.46,27.20,27.80,28.32,28.28,6.40,18.68,18.44,18.44,19.24,19.10,20.10,20.10,20.10,20.02,20.02,20.02,20.02,19.10,18.11,18.25,18.25,18.44,18.68,18.03,18.38,18.79,19.24,19.24,19.72,19.42,20.00
1779652429.900226,-53,3.00,17.89,18.79,18.38,18.38,18.97,18.68,19.42,19.24,19.10,20.10,21.02,22.00,22.00,23.00,24.02,25.02,25.08,26.17,26.31,26.48,25.71,25.00,25.30,25.08,25.50,5.39,16.40,16.64,16.64,16.12,17.00,17.89,17.89,17.46,17.46,17.46,17.46,17.46,17.00,17.00,16.12,16.12,16.64,15.81,16.40,16.28,16.97,17.03,17.03,17.80,18.03,18.03
1779652429.9354696,-53,3.00,19.72,20.59,20.59,20.12,19.70,20.25,20.25,20.88,21.59,21.59,22.36,23.35,23.19,24.33,25.32,25.32,26.48,26.68,26.93,27.20,26.57,26.93,26.40,26.42,26.93,7.21,18.03,18.03,17.49,18.36,17.89,18.79,18.79,19.31,19.31,18.38,18.38,18.38,18.38,17.89,17.89,18.36,17.49,18.03,17.20,17.80,18.44,18.38,18.38,19.10,19.21,19.21
1779652429.9635308,-53,3.00,24.41,24.41,24.21,23.43,23.35,24.04,24.08,24.21,25.00,25.81,26.63,27.46,28.30,29.68,29.68,31.06,30.81,31.40,32.02,31.89,32.53,32.56,31.24,32.20,32.45,8.06,21.38,21.21,22.20,22.09,22.02,22.02,23.00,23.00,23.02,23.00,23.00,23.00,22.00,22.00,22.02,22.02,21.10,21.21,21.38,21.59,21.84,22.14,22.47,22.85,23.26,22.83
1779652429.9958446,-53,3.00,19.42,19.65,19.65,19.92,19.31,19.31,19.70,20.12,20.59,21.10,21.63,22.20,23.60,23.60,25.00,25.81,25.81,26.08,26.42,26.83,26.40,26.00,26.57,25.96,26.68,7.07,17.46,17.72,18.03,18.38,18.38,18.79,18.79,19.24,18.36,19.24,19.24,19.24,19.24,17.89,17.46,17.09,16.76,17.72,17.46,18.25,18.25,18.11,18.03,19.00,19.03,18.11
1779652430.0240722,-53,3.00,23.77,23.77,24.35,24.04,23.77,24.52,24.33,25.18,26.08,27.02,27.02,28.02,29.00,30.00,31.00,32.02,32.06,33.06,33.14,33.38,32.56,32.02,32.57,32.31,31.78,8.54,20.52,21.26,21.40,20.81,21.63,21.63,22.47,22.47,21.95,21.95,21.95,21.95,21.95,21.10,20.81,20.81,20.62,21.26,21.21,21.21,21.26,21.40,22.20,23.02,22.47,22.83
1779652430.0555985,-53,3.00,24.33,24.19,24.19,24.08,24.02,24.00,25.02,25.18,26.31,26.48,27.46,27.66,28.64,29.83,31.78,32.76,32.56,32.39,32.25,33.06,33.02,32.02,32.14,32.39,32.56,9.06,17.80,16.40,17.80,19.85,21.26,21.93,21.93,22.67,21.93,21.93,21.93,21.93,21.21,21.21,21.26,21.26,21.40,21.63,21.95,20.59,21.47,21.93,22.47,23.41,23.09,23.77
1779652430.083244,-53,3.00,19.31,18.97,19.92,19.65,19.42,19.24,20.22,20.10,21.02,22.02,22.00,22.00,23.02,24.02,25.02,26.00,26.02,27.07,27.17,26.31,26.48,26.68,26.25,26.57,26.00,6.32,13.60,14.21,14.87,18.03,19.21,18.60,17.20,17.20,18.03,18.03,18.03,18.03,18.03,17.80,17.03,17.03,16.97,16.97,17.03,17.03,17.80,18.03,18.03,18.36,19.24,18.79
1779652430.1176982,-53,3.00,24.33,24.19,24.08,24.08,24.02,24.00,24.02,25.18,25.32,26.48,26.68,27.66,28.86,29.83,30.81,31.78,31.58,32.39,33.24,33.14,32.02,32.00,32.06,32.14,32.39,8.06,21.10,21.63,21.40,21.40,22.02,22.67,22.67,22.63,22.63,22.63,22.63,22.63,21.93,21.26,21.26,20.62,20.81,21.63,21.10,20.59,21.47,21.93,22.47,22.47,23.09,22.80
1779652430.144,-53,3.00,24.19,24.60,24.17,23.77,23.41,24.04,24.74,25.50,26.31,26.17,27.07,28.07,29.07,30.07,31.06,32.14,32.25,32.39,32.56,32.76,32.28,32.89,32.31,31.78,31.76,8.06,20.62,21.40,20.81,21.10,21.95,21.95,21.47,22.36,22.36,21.93,21.93,21.93,21.47,21.47,21.10,21.10,20.81,20.62,20.62,21.26,21.21,21.93,22.02,22.80,23.60,23.02
1779652430.172078,-53,3.00,17.72,18.68,18.44,18.25,18.25,19.03,19.00,19.00,20.02,20.10,21.21,22.20,22.36,23.35,24.19,25.18,26.17,26.02,26.00,26.02,26.08,25.18,25.32,25.71,26.25,6.32,16.28,16.97,16.28,16.28,17.03,17.80,17.20,17.20,17.20,17.20,17.20,17.20,17.03,17.03,17.03,17.03,16.28,16.28,16.28,16.40,16.64,16.64,17.49,17.89,18.38,18.38
1779652430.2011466,-53,3.00,19.31,18.79,18.79,19.24,19.72,19.42,20.00,19.21,20.52,21.21,21.93,21.93,23.35,24.08,24.76,25.46,26.17,26.17,26.25,26.40,25.81,26.08,25.55,25.50,25.08,6.71,17.03,16.12,16.12,17.12,17.26,17.46,16.49,17.46,17.46,17.72,17.72,16.76,16.49,16.49,16.28,16.12,16.12,17.03,17.03,16.00,16.03,17.12,18.25,18.44,18.68,17.72
1779652430.230982,-53,3.00,18.03,18.60,18.44,19.10,18.38,19.10,18.44,19.21,19.42,20.25,20.59,21.47,21.95,22.83,24.19,25.55,25.55,26.08,26.63,26.40,25.50,25.46,25.46,25.50,25.00,5.83,16.28,17.12,17.03,16.03,17.03,18.00,19.00,19.03,18.03,17.03,17.00,18.00,18.00,17.00,17.00,17.03,17.12,16.28,16.28,16.49,16.76,17.09,17.46,17.89,17.89,18.36
1779652430.2681167,-53,3.00,23.32,24.19,23.71,23.26,23.77,23.41,23.77,23.54,24.52,25.32,25.32,26.31,27.29,28.16,29.27,30.27,31.40,31.58,31.78,32.02,31.62,31.38,31.30,30.89,30.53,7.81,22.20,21.10,19.72,21.10,22.36,22.47,22.47,22.36,22.36,22.85,22.85,22.85,22.85,22.36,21.47,20.59,21.10,20.81,20.81,21.26,21.21,21.21,21.93,22.67,23.43,22.80
1779652430.2929058,-53,3.00,23.85,24.19,23.71,23.26,23.77,23.77,24.35,24.74,24.52,25.32,26.31,27.29,28.16,29.07,30.07,31.26,31.26,31.40,32.56,32.02,31.32,31.62,31.38,31.30,31.76,8.06,21.63,20.59,20.12,21.02,22.85,22.47,22.47,23.41,23.41,23.09,23.09,23.09,22.14,22.47,21.54,21.47,21.95,21.10,20.25,21.40,22.02,21.93,22.63,23.35,22.67,22.80
1779652430.3223977,-53,3.00,21.95,22.36,22.36,21.93,22.85,22.47,23.09,22.80,23.77,24.52,25.32,26.31,26.17,27.17,28.28,29.43,29.61,29.83,30.08,30.36,29.73,29.15,29.07,28.65,29.68,7.21,19.21,18.60,19.42,19.42,19.72,19.72,20.12,20.12,20.12,20.12,19.70,19.70,20.12,20.12,19.72,18.87,18.87,18.60,19.21,19.85,19.80,20.52,20.52,21.26,21.40,20.81
1779652430.3589802,-53,3.00,24.21,25.00,24.41,24.41,24.70,24.19,24.60,25.08,25.63,26.57,27.51,28.46,29.41,30.36,31.32,31.95,32.31,32.70,33.11,32.65,32.25,32.45,32.20,32.02,31.83,7.81,21.95,21.47,21.47,21.93,22.14,23.09,22.14,22.14,22.14,23.09,23.09,23.09,22.14,22.47,21.54,21.93,21.47,21.47,21.10,21.63,22.20,22.80,22.67,23.35,23.35,24.04
1779652430.382167,-53,3.00,19.10,18.44,19.21,19.42,19.42,19.72,19.24,20.12,20.62,21.54,21.19,22.14,22.14,23.09,24.35,25.63,25.63,26.00,26.83,25.94,25.55,25.24,25.81,25.61,25.50,5.66,16.55,16.16,17.09,16.76,17.72,17.46,18.44,18.25,18.25,18.25,18.25,18.25,17.26,17.46,16.49,16.76,16.76,17.09,16.55,17.00,17.49,17.49,17.20,17.80,18.44,17.69
1779652430.4130871,-53,3.00,20.12,20.59,20.59,20.25,19.42,20.00,20.62,21.26,21.21,21.93,22.67,22.67,24.08,24.84,26.25,26.25,26.91,27.59,27.59,26.91,27.02,27.20,27.46,26.93,26.83,7.62,16.03,17.00,18.03,18.11,18.11,19.10,19.10,19.24,19.24,19.24,19.24,19.24,18.11,18.11,18.03,18.03,18.00,18.03,18.11,18.11,18.25,18.44,18.68,18.68,18.97,19.31
1779652430.4544954,-53,3.00,25.08,25.08,25.50,25.06,24.70,25.24,25.81,25.61,26.25,27.59,28.28,29.00,29.00,30.41,31.83,32.53,33.24,33.30,34.06,34.21,33.02,33.29,32.25,33.54,32.70,8.94,22.00,22.02,22.09,22.09,22.20,23.35,23.35,23.54,23.54,23.54,23.54,23.54,22.36,22.36,22.20,22.20,22.09,22.02,22.02,22.02,22.09,23.19,23.35,23.77,24.04,24.04
1779652430.4716399,-53,3.00,21.95,22.36,22.36,22.36,22.47,22.14,22.80,22.56,23.54,24.33,25.32,25.18,26.08,27.17,28.16,28.28,27.66,28.44,28.64,27.20,28.46,31.95,34.01,32.65,32.76,8.06,19.72,19.24,19.24,19.70,19.70,19.31,19.31,20.25,20.25,19.92,19.92,20.25,20.25,19.70,19.70,19.24,19.72,19.42,19.42,19.21,19.85,19.80,19.80,20.52,21.26,21.40
1779652430.5054898,-53,3.00,18.68,18.97,18.97,19.31,19.70,19.70,20.12,20.59,20.25,21.40,21.40,22.02,22.80,24.21,25.00,25.81,26.63,26.08,26.42,25.94,26.40,26.00,25.63,25.96,25.71,6.32,17.03,17.12,17.26,17.26,17.46,17.72,17.72,18.03,18.03,18.03,18.03,18.03,17.72,17.46,16.49,16.49,16.49,17.26,17.12,17.03,17.00,18.00,18.03,18.11,19.24,18.25
1779652430.510146,-53,3.00,20.62,20.62,19.92,19.92,20.25,19.70,20.12,20.59,21.10,21.63,21.63,23.02,23.60,24.21,25.00,25.81,26.63,26.63,26.93,27.29,26.83,26.93,26.57,27.20,26.68,7.07,18.25,18.44,18.44,18.68,18.97,18.97,19.31,19.31,19.31,19.70,19.70,19.31,19.31,18.97,18.03,17.72,18.68,18.44,18.25,18.11,18.03,19.03,19.00,19.03,19.10,19.10
1779652430.5329595,-53,3.00,19.92,20.25,20.25,20.62,20.12,20.59,21.10,21.63,22.20,22.02,22.80,23.43,24.08,24.84,26.25,26.25,26.40,27.20,27.46,27.78,27.29,26.83,26.40,26.93,27.20,7.28,18.11,18.11,18.25,18.25,18.44,18.68,18.68,18.97,18.97,18.97,18.97,18.68,18.68,18.68,18.44,18.44,18.25,18.11,18.03,18.03,18.00,19.03,19.10,19.24,19.42,19.42
1779652430.5676785,-53,3.00,22.20,22.80,23.43,22.67,21.93,22.63,22.67,23.43,23.60,24.41,25.24,26.08,26.93,27.78,29.15,29.68,30.23,30.81,30.61,29.83,29.73,29.70,29.73,29.83,30.81,8.60,20.40,20.40,20.22,20.10,21.10,21.02,21.02,21.00,21.00,21.00,21.02,21.02,21.00,20.02,20.02,20.10,20.22,20.40,20.62,19.92,20.25,20.62,21.54,21.93,21.47,21.95
1779652430.5918155,-53,3.00,19.24,20.12,19.70,19.31,19.31,18.97,19.65,19.42,20.22,20.22,21.10,22.09,23.02,24.08,24.08,25.18,26.31,25.50,25.71,25.71,25.96,25.63,26.00,25.50,25.55,6.40,16.40,15.81,16.40,17.20,17.49,17.49,18.36,18.36,18.36,19.24,19.24,18.36,18.36,18.36,17.49,17.49,17.20,17.80,17.03,17.69,17.69,17.69,18.44,18.60,19.42,18.87
1779652430.6204622,-53,3.00,20.81,20.81,20.81,21.10,21.47,21.02,21.93,21.54,22.14,22.80,23.77,23.77,24.74,25.71,26.93,28.16,28.46,28.79,28.23,28.64,28.18,27.78,28.30,28.60,29.21,6.40,18.87,18.36,17.89,18.79,19.31,19.31,19.92,19.92,19.92,19.92,19.92,19.92,18.97,19.31,18.38,18.38,18.79,18.36,18.87,18.03,18.60,19.21,19.85,19.80,20.52,20.52
1779652430.6530602,-53,3.00,21.93,22.36,21.47,21.95,21.63,22.20,22.02,22.02,22.67,23.35,24.04,24.76,25.50,26.91,27.59,27.59,28.28,29.00,29.07,29.21,29.41,28.84,28.65,29.07,28.23,7.28,19.03,20.00,20.02,20.02,20.10,20.22,20.22,20.22,21.21,21.38,21.38,20.40,20.40,20.22,20.10,20.10,19.03,19.00,20.02,20.10,20.22,20.40,20.40,21.59,20.88,21.19
1779652430.682404,-53,3.00,19.42,20.40,20.22,20.22,20.10,20.02,20.00,21.02,21.10,22.20,22.20,23.35,23.35,24.52,25.50,26.31,26.17,27.17,27.07,27.00,27.02,27.07,27.17,26.48,27.89,7.28,17.20,16.40,17.03,17.69,17.69,17.69,17.69,18.44,18.44,18.44,18.44,17.69,17.69,16.97,17.03,17.03,17.03,17.20,17.20,17.49,17.49,17.00,17.89,18.38,18.03,18.03
1779652430.7113426,-53,3.00,19.00,19.00,19.03,18.11,19.24,18.25,19.42,19.65,19.92,20.25,20.62,21.93,21.93,23.26,24.17,25.08,25.08,25.63,25.30,25.96,25.71,25.32,25.18,25.08,25.02,6.00,15.65,16.12,16.64,18.03,18.03,17.20,17.80,17.80,18.44,18.44,17.80,17.80,17.80,17.20,16.64,16.64,16.64,17.00,16.55,16.16,17.09,17.72,17.46,18.44,18.25,18.11
1779652430.7414072,-53,3.00,20.88,20.62,20.62,21.38,21.21,21.10,21.02,22.00,22.02,23.09,23.09,24.19,25.18,26.17,27.17,27.07,28.02,28.00,29.02,28.07,28.16,27.29,27.46,27.89,27.20,6.32,18.44,18.44,18.38,18.38,19.10,19.21,20.00,20.00,19.42,20.00,20.00,19.21,19.21,18.44,18.44,18.44,18.38,18.44,18.44,18.60,18.03,18.87,19.72,20.12,20.62,20.62
1779652430.772699,-53,3.00,20.52,20.62,20.62,20.81,20.25,21.10,21.47,21.02,21.93,22.47,23.41,23.41,24.35,25.30,26.25,26.93,28.16,27.31,27.29,27.73,25.94,28.02,31.40,32.20,29.83,6.40,18.79,18.38,18.38,18.03,18.97,19.65,19.65,19.42,20.40,20.40,20.40,19.42,19.42,18.68,18.68,18.97,18.97,18.38,17.89,17.89,18.36,18.87,19.42,20.00,19.85,20.52
1779652430.8057373,-53,3.00,22.02,22.02,22.00,22.02,22.09,22.20,22.36,22.36,22.80,23.09,24.04,25.30,26.57,27.51,27.51,28.46,29.12,28.86,29.61,29.43,29.27,29.07,29.02,29.02,29.07,8.06,19.70,20.12,20.12,20.59,21.10,20.25,20.81,21.40,21.40,21.40,21.40,21.40,20.81,20.25,20.25,19.72,19.72,20.12,19.70,19.70,20.25,19.92,20.88,21.59,21.38,21.21
1779652430.835922,-53,3.00,20.62,20.40,20.22,20.22,20.10,20.02,20.00,21.02,21.02,22.09,22.20,23.35,23.35,24.33,25.32,25.32,26.17,27.17,27.07,27.00,27.02,27.07,26.17,26.48,26.93,7.28,17.20,17.80,18.44,18.44,17.69,18.38,19.10,19.10,19.10,19.10,19.10,19.85,19.10,19.10,19.10,18.38,18.44,18.60,18.03,18.03,18.36,18.79,18.79,19.31,19.31,19.31
1779652430.84505,-53,3.00,19.24,19.24,19.10,19.03,19.03,19.00,19.03,19.10,20.22,20.40,20.62,21.84,22.80,23.77,24.74,25.71,25.71,25.50,25.32,25.18,25.08,25.02,25.00,25.08,25.18,6.08,17.20,17.80,17.03,17.69,17.69,18.38,18.38,19.10,18.44,18.44,17.69,18.38,18.38,16.97,17.69,17.03,17.03,16.40,16.64,17.49,17.00,17.89,18.38,18.03,18.68,18.68
1779652430.849053,-53,3.00,20.81,21.10,21.10,20.59,20.62,21.19,20.88,21.59,21.84,23.09,23.09,22.80,24.33,25.08,26.08,27.17,27.29,27.17,28.28,27.46,27.89,28.79,28.18,27.78,26.93,6.40,19.31,19.31,20.25,19.92,20.88,20.88,20.88,20.88,21.84,21.38,21.10,21.10,20.22,19.42,18.68,19.31,18.79,19.24,19.72,19.42,20.00,20.62,20.62,20.81,20.62,19.10
1779652430.870361,-53,3.00,21.02,21.02,21.00,21.02,21.10,21.21,21.38,21.38,21.59,22.80,23.09,24.35,25.63,26.57,26.57,27.51,28.16,28.86,28.64,28.44,28.28,28.07,28.02,28.02,28.07,7.00,18.36,18.36,18.87,18.87,19.42,20.00,19.85,19.85,19.85,19.85,19.85,19.85,19.21,19.21,18.60,18.60,18.03,18.36,19.24,18.79,19.31,18.97,19.92,20.62,20.40,20.22
1779652430.8955107,-53,3.00,24.04,24.76,24.84,24.84,24.21,24.41,24.70,25.55,25.94,26.83,27.31,27.31,29.15,30.08,31.38,31.78,32.20,32.20,32.65,32.76,32.45,32.20,32.65,31.83,33.24,8.49,21.93,21.54,22.47,22.14,22.80,23.77,23.54,23.54,23.54,23.35,23.35,23.35,22.56,22.56,21.84,21.84,22.14,22.47,21.93,22.36,22.83,22.47,23.85,23.85,24.21,23.43
1779652430.925788,-53,3.00,19.92,20.25,19.31,19.70,18.79,19.24,19.72,19.42,20.00,20.62,22.02,22.02,22.67,23.35,24.08,25.50,25.61,25.61,25.81,26.08,25.55,25.94,26.40,25.63,26.25,7.07,17.03,18.03,18.11,18.25,19.42,19.65,19.65,19.65,19.65,19.92,19.92,18.97,18.97,18.68,18.44,18.25,17.26,18.11,18.03,18.00,18.03,18.03,19.10,19.24,19.24,18.44
1779652430.9541626,-53,3.00,22.00,22.02,22.09,22.09,22.36,21.59,22.56,22.80,23.41,23.77,25.08,25.08,26.40,27.31,28.64,29.15,29.15,29.73,29.41,30.08,29.61,29.43,29.27,29.07,30.02,8.00,19.31,19.70,19.70,19.24,20.59,20.59,21.10,21.10,20.25,20.25,20.81,21.10,20.25,19.72,19.72,19.24,19.70,19.70,19.31,19.92,19.65,20.40,20.40,21.21,21.10,22.02
1779652430.9826741,-53,3.00,20.52,20.62,20.62,20.81,20.25,20.59,20.59,21.02,21.93,22.47,23.41,23.09,24.04,25.30,26.57,27.51,27.86,28.23,28.64,28.18,27.78,27.46,27.80,27.66,28.28,7.07,18.79,18.79,18.38,18.38,18.97,19.92,19.65,19.65,19.65,19.42,20.40,19.42,19.65,18.68,18.68,18.97,19.31,18.79,17.89,18.36,18.87,19.42,19.42,20.00,19.85,20.52
1779652431.0142953,-53,3.00,20.88,20.88,20.25,20.62,20.12,20.59,21.10,21.63,21.40,22.02,23.43,23.43,24.08,25.50,26.17,26.91,27.66,27.80,28.60,28.02,27.78,27.29,27.31,27.86,27.51,6.32,19.10,19.24,19.42,19.42,19.65,19.65,20.88,20.88,21.19,21.19,20.25,20.25,20.25,19.92,18.68,19.42,19.42,19.24,19.10,19.03,19.00,19.03,20.02,20.10,20.22,20.40
