timestamp,rssi,sub_1,sub_2,sub_3,sub_4,sub_5,sub_6,sub_7,sub_8,sub_9,sub_10,sub_11,sub_12,sub_13,sub_14,sub_15,sub_16,sub_17,sub_18,sub_19,sub_20,sub_21,sub_22,sub_23,sub_24,sub_25,sub_26,sub_27,sub_28,sub_29,sub_30,sub_31,sub_32,sub_33,sub_34,sub_35,sub_36,sub_37,sub_38,sub_39,sub_40,sub_41,sub_42,sub_43,sub_44,sub_45,sub_46,sub_47,sub_48,sub_49,sub_50,sub_51,sub_52
1779652436.1718326,-53,3.00,19.24,19.24,18.79,19.70,19.31,18.97,19.65,19.42,20.22,20.22,21.10,21.10,22.09,23.09,24.08,25.18,25.18,25.32,25.50,25.71,25.00,25.30,25.08,24.60,25.06,5.83,18.38,17.03,16.40,18.03,18.87,18.36,17.89,17.89,18.79,18.79,18.79,19.24,18.36,17.49,17.49,17.49,17.20,16.40,17.03,16.28,16.97,17.69,18.44,18.60,18.60,18.87
1779652436.203513,-53,3.00,23.00,22.00,22.02,22.02,22.09,22.20,22.36,22.56,22.80,24.04,24.35,25.63,25.63,26.93,27.86,28.79,28.46,29.12,29.12,29.61,29.43,29.27,29.07,29.00,29.02,8.06,19.70,19.70,20.12,20.59,20.59,21.10,21.63,21.63,20.81,21.40,21.40,21.40,20.81,20.25,20.25,19.72,20.12,20.12,19.70,20.25,19.92,20.88,21.59,21.59,22.20,21.21
1779652436.2322516,-53,3.00,21.63,22.20,21.40,22.02,21.26,21.21,21.93,22.02,22.80,23.02,23.02,23.85,25.24,26.08,27.46,28.02,28.02,28.60,28.43,28.32,28.28,28.32,28.43,28.02,28.30,6.71,19.65,19.42,19.24,19.10,19.10,20.02,21.02,21.00,21.00,21.00,21.00,21.00,20.00,20.02,19.03,19.03,19.10,19.24,19.42,19.65,19.92,20.25,20.62,21.02,21.47,20.59
1779652436.2660522,-53,3.00,19.21,20.00,19.42,19.42,18.87,19.72,20.59,21.02,21.93,22.47,22.14,23.09,24.04,25.00,25.63,26.57,26.93,26.00,26.40,26.83,26.42,25.24,25.81,26.25,26.17,6.40,17.49,17.00,17.46,17.46,18.38,18.03,18.03,18.97,18.68,18.68,18.68,17.72,17.72,17.72,18.03,17.09,17.46,17.89,17.49,17.49,18.03,17.80,17.80,18.44,19.10,19.10
1779652436.2960622,-52,3.00,20.25,20.59,20.12,20.12,19.70,20.25,20.88,20.88,21.59,21.21,22.20,23.09,24.08,24.08,26.08,26.08,25.32,25.50,27.17,27.07,26.31,25.96,25.30,26.00,26.83,7.21,17.69,19.24,18.87,16.64,17.46,19.31,18.97,19.65,19.92,19.31,19.31,18.97,18.38,18.38,18.38,18.79,18.36,18.87,18.03,18.60,18.44,19.10,19.10,19.10,19.85,19.85
1779652436.3239007,-53,3.00,21.95,21.47,21.93,21.93,21.54,22.14,21.84,22.56,22.36,23.19,24.19,25.18,25.08,26.08,27.17,28.16,28.28,28.44,28.64,28.86,28.16,28.79,28.23,28.64,28.65,7.21,19.21,18.60,18.87,19.72,20.59,20.59,20.59,21.47,21.02,21.02,21.02,20.59,20.59,20.59,19.72,19.72,19.42,19.42,19.21,19.85,19.80,19.80,21.26,20.62,20.81,21.63
1779652436.3536017,-53,3.00,20.52,21.26,22.02,21.40,20.81,21.10,21.47,22.36,21.93,22.85,23.41,24.35,24.35,26.57,26.57,27.86,28.23,28.23,28.64,28.18,27.78,28.02,27.80,27.66,27.59,7.07,18.79,18.38,18.38,18.97,18.68,19.65,20.62,20.40,20.40,20.40,20.22,20.22,19.42,19.42,18.68,18.68,18.97,18.38,18.79,19.24,18.87,19.42,20.25,20.00,20.62,20.52
1779652436.3829935,-53,3.00,23.09,23.09,23.19,23.35,23.54,23.77,23.09,24.70,25.08,25.50,25.94,25.94,27.29,28.65,30.02,30.41,31.30,30.87,31.38,31.02,31.32,31.05,30.59,30.27,31.14,7.00,21.19,21.54,21.02,21.02,21.47,22.83,22.83,22.47,22.47,22.47,23.32,22.47,22.47,21.95,21.47,21.47,21.02,20.62,21.19,20.88,20.62,21.38,22.20,22.20,23.02,23.02
1779652436.4123857,-53,3.00,21.95,21.95,22.36,22.36,21.93,22.47,22.14,22.80,23.54,24.33,24.33,25.18,26.17,27.29,27.29,28.44,28.44,29.61,30.08,30.36,29.73,29.15,28.64,28.18,28.30,6.71,19.21,19.21,19.42,20.25,19.72,20.59,20.12,20.12,21.02,21.02,21.02,20.12,20.12,20.12,19.24,19.72,19.42,19.42,19.21,19.21,19.85,19.80,20.52,20.62,21.40,20.81
1779652436.4457288,-53,3.00,23.09,23.19,23.35,23.54,23.77,23.09,24.35,24.70,24.17,25.50,25.94,26.83,28.18,29.53,30.41,31.30,31.78,31.78,31.38,31.62,31.32,31.05,31.58,31.26,31.14,7.07,19.92,20.25,19.92,20.25,21.54,21.93,21.47,21.47,21.95,21.95,21.95,21.95,21.95,21.47,21.02,20.12,20.62,19.92,20.62,20.62,21.38,21.21,22.20,23.09,23.02,23.00
1779652436.4500413,-53,3.00,22.56,22.80,23.09,22.14,21.54,21.93,22.36,22.83,23.32,23.85,24.41,25.81,26.40,27.20,28.60,28.84,29.68,29.15,29.53,29.97,29.55,29.15,29.73,29.12,29.61,8.25,20.10,20.10,19.24,19.42,20.62,20.88,20.88,21.19,21.19,21.19,21.19,21.19,20.88,19.92,19.92,19.65,19.42,20.22,20.10,20.10,20.02,21.00,21.02,21.10,22.20,22.36
1779652436.4779906,-53,3.00,19.92,19.92,20.25,20.25,19.70,20.12,20.59,20.25,20.81,20.81,21.40,22.02,23.43,24.08,24.84,25.61,26.40,26.40,26.63,26.08,26.42,25.94,26.00,26.57,25.96,7.07,18.11,18.44,19.42,18.44,18.68,18.97,18.97,18.97,18.97,18.97,19.92,18.97,18.97,18.68,17.72,17.46,18.25,17.12,17.03,17.00,18.00,18.03,19.03,19.10,19.24,19.24
1779652436.5031452,-53,3.00,22.20,22.20,22.09,22.02,22.02,22.00,22.02,22.09,23.19,23.35,24.52,25.71,25.96,26.93,27.89,28.64,28.64,29.43,29.27,29.15,29.02,29.00,29.02,29.15,29.27,8.25,20.25,20.25,20.00,20.00,20.62,21.26,21.26,21.21,21.21,21.21,21.21,21.21,20.52,20.62,19.85,20.62,20.00,19.42,19.72,20.59,20.12,20.62,20.62,21.19,21.84,21.59
1779652436.5326226,-53,3.00,24.70,24.17,24.17,24.60,24.19,23.85,24.41,24.21,25.50,26.17,26.87,27.59,28.28,29.00,30.41,31.11,31.83,31.83,31.89,32.02,32.20,32.45,31.38,31.30,31.78,8.54,20.10,23.19,26.68,26.68,24.52,22.36,22.56,22.80,22.56,23.77,23.77,23.54,23.54,22.36,22.36,22.20,22.09,22.02,22.00,22.02,22.09,23.19,23.35,23.54,23.77,24.04
1779652436.5671506,-53,3.00,19.21,20.00,19.42,20.25,19.72,20.12,19.70,20.62,21.19,21.19,22.14,22.80,23.77,24.74,25.00,26.25,26.25,26.57,26.93,26.40,26.83,25.55,25.24,25.81,26.40,6.40,16.64,17.49,17.00,17.89,17.46,18.38,18.03,18.03,18.03,18.03,17.72,17.72,18.03,18.03,17.09,17.46,16.55,17.00,17.49,16.64,17.20,17.80,18.44,19.10,19.10,19.10
1779652436.5917664,-53,3.00,18.68,19.42,19.24,19.24,19.10,19.03,19.00,20.02,20.10,20.10,21.21,21.21,22.36,23.54,24.52,25.32,25.32,25.18,25.08,25.02,25.00,25.08,25.18,25.50,25.50,6.32,17.80,17.03,17.69,18.38,17.69,18.44,18.44,19.21,19.21,19.21,19.21,18.60,17.80,17.80,17.03,16.97,17.69,17.03,17.80,17.20,17.49,18.36,19.24,18.79,18.38,18.03
1779652436.6223388,-53,3.00,19.24,20.10,20.02,20.02,20.00,20.00,20.02,20.10,21.38,21.59,21.59,22.80,23.77,23.77,25.00,24.74,25.50,26.48,26.31,26.08,27.02,26.02,26.08,26.17,26.31,7.07,17.89,17.49,17.49,17.20,17.80,17.80,18.44,18.44,17.69,17.69,17.69,18.44,18.44,17.80,17.80,17.20,16.64,17.49,17.49,17.00,17.89,17.46,18.03,18.97,18.68,19.42
1779652436.6526382,-53,3.00,18.68,18.97,18.38,18.79,18.79,18.36,18.87,19.42,20.00,20.62,20.62,21.26,22.67,23.35,24.08,24.84,25.61,25.00,25.81,25.24,25.06,25.50,25.08,25.63,26.25,6.08,17.03,17.12,17.26,17.26,17.46,18.68,18.68,18.68,18.97,18.03,18.03,18.03,17.72,17.72,17.46,17.46,17.26,17.12,17.12,17.03,17.00,17.03,18.03,18.11,18.25,18.44
1779652436.6811502,-53,3.00,19.42,20.22,20.22,20.10,20.02,20.00,20.02,21.02,22.09,22.20,22.36,23.54,24.74,24.74,25.71,26.48,27.29,27.29,27.17,27.07,27.02,27.02,27.07,26.17,26.48,6.08,18.03,17.03,16.28,17.03,18.38,19.10,19.10,18.44,18.60,18.60,18.60,19.21,18.44,17.69,17.69,17.69,17.69,18.44,17.80,18.03,18.36,18.36,18.79,19.70,19.31,18.97
1779652436.7150826,-53,3.00,22.02,22.09,22.09,22.20,21.21,22.36,22.56,22.80,23.41,23.77,25.08,25.50,26.40,26.83,27.73,28.23,29.15,29.73,29.41,30.08,29.83,29.43,29.27,29.07,29.02,8.06,19.92,19.31,19.70,19.70,20.12,20.59,20.59,21.10,21.10,21.10,21.10,21.10,20.59,19.24,19.24,19.24,18.79,19.31,19.31,18.97,19.65,20.40,20.40,21.21,21.10,21.02
1779652436.7427716,-53,3.00,16.12,16.12,16.28,16.28,16.49,16.76,17.09,17.46,17.46,17.89,18.36,19.24,19.72,21.10,21.95,21.47,22.36,22.36,22.85,22.47,22.14,21.59,22.36,22.20,23.09,5.00,15.52,15.81,16.16,15.81,15.81,15.81,16.16,16.55,16.12,16.64,16.12,16.12,16.12,15.65,15.65,15.23,14.87,14.87,15.52,15.52,15.30,15.13,15.13,16.03,16.00,16.00
1779652436.7732565,-53,3.00,20.59,20.59,21.02,20.62,20.25,20.88,21.59,21.59,22.36,22.20,23.19,24.08,25.08,26.08,27.07,27.17,28.28,28.28,28.44,27.89,28.16,27.51,27.86,27.73,28.18,6.71,18.60,18.60,18.87,18.87,19.72,20.12,20.12,19.70,19.70,19.70,19.70,19.70,19.70,19.24,19.24,18.36,18.87,18.03,17.80,18.44,19.10,19.10,19.10,20.62,20.81,20.25
1779652436.8064232,-53,3.00,19.24,19.72,19.72,20.25,19.42,19.85,20.52,21.21,21.26,22.02,21.40,22.20,23.02,24.41,25.81,26.40,25.81,27.20,27.80,26.87,25.61,24.84,26.25,29.15,28.18,7.21,18.11,16.03,15.03,17.46,18.68,19.65,19.65,18.68,18.68,18.68,18.68,18.68,18.44,17.26,18.25,18.11,18.03,18.03,18.00,17.03,17.12,18.25,18.44,18.68,18.97,19.31
1779652436.8135781,-53,3.00,22.20,22.02,22.02,22.67,21.93,22.63,22.67,23.43,24.41,24.70,24.70,24.70,25.55,27.78,28.65,29.15,28.84,28.60,29.83,29.73,29.70,29.70,29.73,29.07,28.60,7.21,19.65,19.42,19.24,19.24,19.10,20.02,20.00,21.00,21.00,21.00,21.00,21.00,20.02,19.03,19.10,19.10,19.24,19.42,19.65,19.65,19.92,20.25,20.62,21.47,20.59,20.59
1779652436.836571,-53,3.00,22.36,22.20,22.20,22.09,22.02,22.00,22.02,23.09,23.19,23.35,24.52,25.50,26.48,26.48,27.46,28.44,28.28,29.15,29.07,30.02,29.00,29.07,29.15,28.44,28.86,7.28,19.72,19.72,20.25,20.81,20.00,20.62,21.26,21.26,20.52,20.52,20.52,20.52,21.26,20.62,20.62,20.62,20.00,20.25,19.72,20.12,20.12,20.62,20.62,21.19,21.84,21.59
1779652436.8653688,-53,3.00,19.24,19.24,18.44,18.44,18.68,18.97,19.31,19.70,20.12,20.59,21.10,22.47,22.47,23.32,24.19,25.06,25.06,25.50,26.00,26.00,25.30,25.00,25.00,25.50,25.18,6.08,15.30,15.81,16.76,17.09,17.09,17.46,17.46,17.89,17.89,17.89,17.89,17.89,17.46,17.46,16.16,16.16,15.81,16.49,16.49,16.28,17.12,17.12,17.03,18.00,18.03,18.03
1779652436.8693936,-53,3.00,19.42,19.42,18.87,19.72,19.24,18.79,19.31,19.31,19.92,20.62,21.59,21.59,22.36,23.35,24.52,24.74,25.71,25.96,25.30,25.63,26.00,25.50,25.55,26.08,25.81,6.40,17.49,17.49,17.00,17.89,18.38,18.03,18.03,17.72,18.68,18.68,18.68,18.68,18.03,18.03,17.09,17.46,17.89,17.00,17.49,17.49,17.20,17.80,18.44,19.10,18.38,19.10
1779652436.8950558,-53,3.00,25.08,25.08,25.18,25.32,24.52,24.74,25.00,25.30,25.63,26.93,27.31,27.31,28.18,29.53,31.30,31.78,31.78,32.31,32.89,32.57,32.28,32.76,32.39,32.14,32.02,8.00,21.54,21.54,21.93,21.93,22.36,22.83,23.32,23.32,23.32,23.32,23.85,23.02,22.47,21.95,21.95,22.36,21.93,21.54,22.14,21.84,22.56,22.36,23.35,23.19,24.08,23.02
1779652436.923548,-53,3.00,20.88,20.62,21.59,20.40,20.22,21.10,21.02,22.00,22.02,23.09,23.19,24.19,25.32,26.31,27.29,28.16,28.07,28.07,29.02,28.00,28.02,28.16,28.28,27.66,28.16,6.32,19.10,18.38,18.38,18.44,18.44,19.21,19.42,19.42,19.42,19.42,20.25,19.42,19.42,18.60,18.44,18.44,18.38,17.69,18.44,18.60,18.03,18.87,19.72,20.12,19.70,20.62
1779652436.954905,-53,3.00,22.20,22.09,22.09,22.02,22.00,22.02,22.02,23.09,23.35,24.52,24.74,25.00,25.96,26.93,27.89,28.86,28.64,29.43,29.27,29.07,29.02,29.00,29.02,29.07,29.27,8.25,20.59,19.72,20.25,20.81,20.00,20.62,21.26,21.26,21.26,21.26,21.26,21.26,21.26,20.62,20.00,20.00,19.42,20.25,20.59,20.12,19.70,20.62,20.25,20.88,21.59,20.62
1779652436.9840436,-53,3.00,22.09,22.02,22.02,22.00,22.02,22.09,22.20,22.36,23.54,23.54,24.74,25.00,26.25,27.20,28.16,28.86,28.86,29.83,29.61,29.27,29.07,29.02,29.00,29.07,29.27,8.06,19.24,19.72,19.72,20.25,20.25,20.00,20.62,20.62,20.62,20.62,21.26,19.85,20.62,20.00,20.00,19.42,19.42,19.72,20.12,19.70,20.25,20.25,20.25,20.88,21.59,21.38
1779652437.0127163,-53,3.00,24.33,24.33,24.19,24.08,24.02,24.02,25.02,25.08,26.17,26.31,27.46,27.66,28.86,30.81,31.78,29.27,28.07,31.14,31.14,28.07,29.00,30.15,30.27,31.26,31.58,8.06,21.10,21.63,21.63,21.40,21.26,21.93,21.93,22.63,22.63,22.63,21.93,21.93,21.21,21.93,21.26,20.62,21.40,21.63,21.10,21.10,21.47,21.93,22.85,22.47,23.09,22.80
1779652437.0434573,-53,3.00,24.19,24.70,24.70,24.41,23.60,24.84,25.50,25.46,26.17,26.91,27.66,27.80,29.21,30.61,31.40,32.02,32.65,32.56,32.53,32.56,32.65,32.80,32.45,32.76,33.12,8.94,22.09,22.09,21.02,22.00,22.02,23.02,23.09,23.19,23.19,23.19,23.19,23.19,22.09,22.09,22.02,22.00,22.02,21.10,21.21,21.21,21.59,22.56,22.80,23.09,23.77,24.17
1779652437.0741484,-53,3.00,22.09,22.20,22.20,21.38,21.59,21.84,22.14,23.77,24.17,24.17,24.60,25.94,25.94,26.42,27.29,28.18,29.07,29.55,29.15,29.73,29.12,28.86,29.61,29.27,29.15,8.06,18.97,19.31,19.70,19.70,20.12,20.12,20.59,20.59,20.25,20.25,20.25,20.25,19.72,19.72,19.24,18.79,18.38,19.31,18.97,18.68,19.42,20.40,20.22,20.10,21.02,21.02
1779652437.1041846,-53,3.00,20.25,20.88,20.62,20.40,20.22,21.10,21.10,22.02,22.00,23.02,23.09,24.08,25.08,26.08,27.07,28.07,28.02,28.00,29.02,29.07,28.16,28.28,27.66,28.16,27.51,6.32,17.69,17.69,18.44,18.44,18.60,18.60,19.42,18.87,19.42,19.42,18.87,18.87,18.87,18.03,18.60,17.80,18.44,18.38,17.69,18.44,18.60,18.03,18.87,19.72,20.12,20.12
1779652437.1112943,-53,3.00,19.65,19.65,19.42,19.24,19.10,20.02,20.00,20.00,21.02,21.10,22.20,22.20,23.35,24.33,25.32,25.18,26.17,26.08,27.02,27.00,26.02,26.08,26.31,26.48,26.68,7.28,17.80,17.03,17.69,17.69,18.38,18.44,18.44,18.44,18.44,18.44,18.44,18.44,18.44,17.69,18.38,18.38,17.69,17.03,17.20,18.03,17.49,18.36,17.89,18.79,18.38,18.38
1779652437.1315224,-53,3.00,20.02,21.00,21.02,21.10,21.21,21.38,21.59,21.84,22.14,23.41,23.77,23.77,25.08,26.40,27.31,28.23,28.79,28.46,28.46,28.16,27.89,27.46,28.28,28.07,28.00,6.00,17.49,18.03,18.03,18.60,19.21,19.85,19.85,19.10,19.10,19.10,19.80,19.10,19.10,19.21,17.80,18.03,18.03,18.36,17.89,18.38,18.38,18.97,19.92,19.65,20.40,20.22
1779652437.161355,-53,3.00,18.11,18.25,18.25,18.44,18.68,18.97,19.31,19.70,20.12,20.59,21.10,22.47,22.47,23.32,24.19,24.19,25.06,25.50,25.08,26.00,25.63,25.00,25.71,25.32,25.18,6.08,15.81,16.16,17.09,17.46,17.89,17.00,17.00,17.49,17.49,17.49,17.49,17.49,17.00,16.12,15.65,15.23,16.16,15.81,16.49,16.49,16.28,16.12,17.12,18.03,18.00,17.00
1779652437.1919127,-53,3.00,22.47,22.83,22.83,23.26,22.85,22.47,23.09,23.77,23.54,24.33,25.32,26.17,27.17,28.28,29.27,30.41,30.59,30.81,31.05,31.32,31.02,30.46,30.41,30.02,31.06,7.21,20.81,21.63,21.10,19.72,18.79,19.70,21.02,20.62,21.54,21.93,21.54,21.54,20.62,20.12,20.12,20.12,19.72,20.25,20.00,20.00,19.85,20.52,21.21,21.26,22.02,21.40
1779652437.2229958,-53,3.00,23.19,23.35,24.33,23.54,22.80,24.04,24.35,25.08,26.40,26.83,26.83,27.29,28.65,30.02,30.89,31.76,31.30,32.20,32.70,32.31,31.62,32.02,31.58,32.25,32.14,8.06,20.88,21.19,21.54,21.02,21.02,22.36,22.36,22.36,22.83,21.95,22.47,21.95,21.95,21.47,21.02,20.62,20.62,21.19,20.88,20.62,21.38,21.21,22.20,22.09,23.02,22.00
1779652437.2564962,-53,3.00,21.54,22.14,22.14,21.84,21.59,21.38,22.20,22.09,23.02,24.02,24.02,25.00,26.00,27.02,28.02,28.00,29.02,29.07,29.15,29.27,29.43,28.64,29.12,28.79,29.55,7.62,19.80,19.80,19.10,19.85,19.21,20.00,20.00,20.81,20.81,20.25,20.25,20.25,20.00,20.00,19.21,19.21,19.10,18.38,19.10,19.21,19.21,20.00,20.25,21.10,20.59,20.12
1779652437.284789,-53,3.00,21.40,21.26,21.26,21.21,21.21,21.26,21.40,22.20,22.47,22.47,23.32,24.19,25.06,25.94,27.29,27.78,28.30,28.30,28.84,28.60,28.43,28.28,27.59,28.43,28.60,7.21,18.68,18.68,19.42,19.42,20.22,20.22,20.10,20.10,20.02,20.02,20.02,20.02,20.02,19.10,19.10,19.24,18.44,18.68,18.68,18.97,19.31,19.70,20.12,20.12,20.25,20.25
1779652437.3224013,-53,3.00,21.59,21.84,21.19,21.19,20.62,21.02,21.47,21.95,21.63,22.20,23.60,24.21,25.61,25.61,27.02,27.80,28.60,28.02,28.30,28.65,28.18,28.64,28.23,28.46,29.12,7.28,18.25,19.42,19.65,19.65,19.92,20.25,20.25,20.62,20.62,20.62,20.62,20.62,20.25,19.92,18.97,18.68,18.68,18.44,19.24,19.10,19.03,19.00,20.00,20.10,20.22,20.40
1779652437.3449357,-53,3.00,21.93,22.36,22.83,22.47,22.20,22.80,23.43,23.35,24.04,24.76,24.76,25.50,27.02,28.43,29.07,29.73,30.41,31.11,31.14,31.24,30.61,30.23,30.02,30.41,30.46,7.62,21.00,21.00,20.02,20.10,20.10,20.22,21.21,22.36,22.56,22.56,21.59,20.62,19.42,20.10,20.22,20.22,19.10,19.00,19.03,19.24,20.40,20.62,20.40,21.38,22.80,23.09
1779652437.3487132,-53,3.00,20.12,20.12,20.59,20.25,20.81,20.62,21.26,21.21,21.93,21.93,22.67,23.43,24.84,25.61,26.25,26.91,27.59,27.59,28.28,28.32,27.80,27.20,27.78,28.18,27.73,6.32,18.00,18.00,18.03,18.11,18.11,19.24,19.24,19.24,19.42,19.42,19.65,19.65,18.44,18.25,18.25,18.11,18.03,18.00,18.03,18.11,18.25,18.25,19.42,19.65,19.92,19.31
1779652437.3795044,-53,3.00,18.97,18.97,18.38,18.79,18.79,19.24,18.87,19.42,20.00,20.62,22.02,22.67,22.67,23.35,24.08,24.84,25.61,25.61,25.81,26.08,25.55,25.06,25.08,25.63,25.30,6.32,15.13,15.30,16.49,16.49,16.49,16.76,17.09,17.09,17.46,17.46,17.46,17.09,17.09,16.76,16.76,15.52,15.52,16.28,16.12,16.03,17.00,17.03,17.03,18.11,18.25,18.25
1779652437.3894548,-53,3.00,23.19,23.09,23.02,23.02,22.00,23.02,23.09,23.35,24.52,25.00,25.00,26.25,27.20,28.46,29.41,30.36,30.08,30.81,31.58,31.26,31.14,31.06,31.00,31.02,31.14,7.07,20.25,20.00,20.62,20.62,21.26,21.26,21.21,21.93,21.93,21.93,21.93,21.21,21.93,21.26,20.52,20.62,20.00,20.25,19.72,20.59,20.12,21.02,21.54,22.14,21.84,22.56
1779652437.3996198,-53,65.07,20.62,20.88,22.14,21.19,21.54,21.02,21.47,21.95,23.02,23.02,23.60,23.60,24.21,25.50,26.25,27.80,28.60,28.60,28.84,29.15,28.65,29.07,29.15,28.46,27.89,7.07,18.68,18.68,18.97,19.31,19.31,20.62,20.62,20.62,20.62,21.02,20.59,20.12,20.12,18.79,18.38,18.97,18.68,19.42,19.42,19.24,19.10,19.03,20.00,20.00,20.02,20.10
1779652437.407862,-53,3.00,21.95,21.63,23.02,23.60,22.20,22.80,22.67,22.63,24.08,25.00,24.41,24.41,25.81,27.46,28.84,30.81,31.24,31.14,31.11,31.14,30.48,31.24,30.61,30.23,30.02,6.71,20.10,20.02,19.00,20.00,20.02,21.10,21.21,21.38,21.38,22.36,21.21,21.21,20.22,19.10,19.10,20.02,20.00,20.02,20.10,20.10,20.22,20.40,20.88,21.19,20.62,20.62
1779652437.4121773,-53,3.00,21.10,21.47,21.02,21.02,21.54,21.19,21.84,21.84,21.59,22.36,24.19,26.17,27.29,26.48,27.46,27.46,28.64,28.86,29.12,28.46,27.86,27.31,26.83,28.65,29.68,8.06,18.44,19.21,18.60,18.03,18.87,19.24,19.24,19.24,19.24,17.89,18.36,19.24,19.24,19.72,19.72,18.36,18.03,17.20,17.80,17.69,18.38,19.10,18.44,19.21,20.81,21.95
1779652437.4321132,-53,3.00,20.52,20.62,20.62,21.40,20.81,21.10,21.95,21.47,22.85,23.41,23.41,24.04,25.30,26.25,27.51,27.86,27.86,29.15,28.64,28.18,28.65,28.30,28.02,27.80,29.07,7.21,17.46,17.09,18.97,19.65,19.42,19.24,19.24,19.24,19.24,19.24,19.42,19.42,18.25,18.25,18.44,17.72,18.03,18.38,18.38,18.79,19.24,18.87,19.42,19.42,19.21,19.85
1779652437.4627252,-53,3.00,19.92,19.92,20.62,20.40,20.22,20.10,21.02,21.00,22.00,22.02,23.09,24.19,25.18,26.17,26.17,27.07,28.07,28.02,28.00,28.02,28.07,27.29,27.46,27.89,28.16,6.32,17.69,18.44,17.80,17.80,18.60,18.87,18.87,19.72,19.72,19.72,19.24,19.24,18.87,18.03,18.03,17.80,17.80,17.69,17.69,17.69,17.80,18.03,18.87,18.87,19.24,19.24
1779652437.4930458,-53,3.00,19.31,18.97,18.97,18.68,18.44,19.24,20.22,20.10,21.02,21.00,22.00,23.00,23.02,24.02,25.02,25.00,26.02,26.08,27.07,26.17,26.31,25.71,25.96,25.30,25.08,6.32,16.28,16.97,16.97,17.03,17.80,17.80,17.80,18.03,18.03,18.03,18.03,18.03,17.20,17.20,16.40,17.03,16.28,16.97,16.28,17.03,16.40,17.20,18.03,17.49,18.36,17.89
1779652437.524999,-53,3.00,20.00,19.85,19.85,20.52,19.80,19.85,20.62,21.40,21.63,21.95,21.95,22.83,25.06,25.94,26.93,27.20,28.84,31.06,30.53,29.41,30.41,28.32,25.50,25.61,27.20,6.40,18.44,18.25,18.11,18.11,19.03,19.00,20.00,20.00,20.02,19.03,19.03,19.03,19.00,18.00,18.03,18.03,18.11,17.26,17.46,17.72,17.72,18.38,18.38,18.79,19.24,19.72
1779652437.5557387,-53,3.00,21.84,21.19,21.19,21.54,21.54,21.93,22.36,22.47,23.02,23.60,24.21,25.61,26.25,27.66,28.43,27.80,28.60,29.41,29.68,29.15,29.53,28.64,29.15,28.79,29.12,7.28,19.24,18.25,18.68,18.97,19.92,20.25,20.25,20.62,20.62,19.70,19.70,19.70,19.31,18.97,18.97,18.68,18.44,18.25,18.25,18.11,19.03,19.00,20.02,20.10,20.22,21.21
1779652437.5835776,-53,3.00,22.56,22.80,22.80,22.14,21.54,21.93,22.36,22.83,23.32,24.41,25.24,25.81,26.40,27.80,29.21,29.41,30.23,30.53,30.89,31.30,30.46,30.08,30.36,31.05,30.59,7.07,20.62,20.62,20.88,20.25,20.25,20.62,21.93,21.93,21.93,21.93,21.02,21.02,21.02,20.62,20.25,20.25,19.92,20.62,19.42,20.22,20.10,21.02,21.00,21.02,21.10,21.21
1779652437.6128342,-53,3.00,18.03,18.03,18.36,17.89,18.38,18.38,18.97,18.68,19.65,19.42,20.40,21.38,22.20,22.20,23.35,24.52,24.52,24.74,25.00,25.30,24.70,25.08,25.06,24.70,25.24,5.83,15.81,16.12,16.12,17.00,16.55,17.46,17.46,17.09,17.09,17.09,17.09,17.09,17.09,16.16,16.55,15.65,15.65,16.12,15.81,16.40,17.03,16.28,16.97,16.97,17.03,17.03
1779652437.6459296,-53,3.00,21.21,21.21,21.38,21.59,21.84,22.14,22.47,22.85,23.26,23.71,24.19,25.55,26.08,27.46,28.30,29.15,28.65,29.53,29.07,29.55,29.15,28.46,29.12,28.64,29.43,8.06,18.38,18.79,18.79,19.24,19.72,19.72,20.25,20.25,19.42,19.42,19.42,20.25,19.42,18.87,19.24,18.79,18.38,19.31,18.97,18.68,18.44,19.24,20.10,20.10,20.02,21.02
1779652437.6755202,-53,3.00,24.08,24.08,24.19,23.35,23.35,23.77,24.04,24.35,25.63,26.40,26.40,27.73,28.18,29.53,30.41,30.87,31.78,32.31,31.95,32.57,32.28,31.78,31.58,32.25,32.06,8.06,21.19,21.02,20.12,20.12,21.47,21.95,21.63,21.63,22.47,22.47,22.47,22.47,21.10,21.10,20.59,21.47,21.02,20.62,20.25,20.88,20.62,21.38,22.36,22.20,23.09,23.02
1779652437.7079484,-53,3.00,22.02,22.09,22.20,22.36,22.56,21.84,22.14,23.41,24.17,24.60,24.60,25.94,26.42,27.78,28.65,30.41,31.30,30.87,31.38,31.02,30.36,29.83,30.59,31.26,31.14,7.00,20.62,19.70,20.12,20.59,20.59,21.10,21.63,21.63,21.63,22.20,22.20,22.20,20.81,20.25,20.59,20.59,20.12,20.62,20.25,19.92,19.65,20.40,21.38,21.21,22.09,22.02
1779652437.7573063,-53,3.00,21.47,21.95,22.47,21.63,21.40,22.02,22.02,21.93,23.35,23.43,24.21,25.00,26.40,26.40,27.80,28.43,29.07,29.73,29.70,29.00,29.07,28.43,28.60,28.84,28.65,8.06,19.03,19.03,19.00,20.02,20.02,20.10,20.22,21.21,20.22,20.22,20.22,20.22,20.10,19.10,19.10,19.03,19.00,19.03,19.10,19.24,19.24,19.42,20.62,21.19,20.62,20.62
