timestamp,rssi,sub_1,sub_2,sub_3,sub_4,sub_5,sub_6,sub_7,sub_8,sub_9,sub_10,sub_11,sub_12,sub_13,sub_14,sub_15,sub_16,sub_17,sub_18,sub_19,sub_20,sub_21,sub_22,sub_23,sub_24,sub_25,sub_26,sub_27,sub_28,sub_29,sub_30,sub_31,sub_32,sub_33,sub_34,sub_35,sub_36,sub_37,sub_38,sub_39,sub_40,sub_41,sub_42,sub_43,sub_44,sub_45,sub_46,sub_47,sub_48,sub_49,sub_50,sub_51,sub_52
1779654631.4642978,-54,3.00,26.08,25.24,24.70,23.32,22.47,21.10,20.59,19.24,19.24,18.79,17.89,16.55,15.65,15.65,14.76,13.89,13.04,12.04,11.31,9.22,8.60,8.06,6.71,5.39,5.10,2.00,23.02,23.60,24.84,25.50,26.91,27.59,28.32,29.07,29.83,29.21,30.00,30.00,29.21,29.21,28.43,28.43,27.66,27.59,26.87,27.59,26.91,27.02,27.80,28.60,28.02,28.02
1779654631.4965262,-50,3.00,29.83,29.83,28.86,27.66,26.48,26.48,25.32,25.18,25.08,24.08,23.02,22.02,21.02,21.02,21.02,20.10,19.10,18.11,17.12,16.28,15.30,13.34,12.37,11.40,10.44,3.00,23.35,23.54,24.74,25.96,26.57,27.86,28.23,28.64,29.53,30.02,30.02,30.53,30.02,29.15,28.65,28.65,29.07,28.64,29.15,29.15,29.73,29.73,30.68,30.36,30.36,30.08
1779654631.5255346,-49,3.00,28.46,27.51,27.51,26.57,25.63,24.70,24.17,24.17,23.71,23.71,22.83,22.83,22.83,22.83,22.83,21.47,21.02,20.62,20.25,18.97,17.72,17.46,16.49,16.28,15.13,4.00,17.89,17.89,19.31,19.92,20.88,21.59,22.56,23.35,23.35,24.19,25.18,25.18,24.19,24.19,24.19,24.19,24.33,24.33,25.50,25.71,25.71,25.96,27.20,27.51,27.51,27.51
1779654631.5571754,-48,3.00,23.35,22.63,21.93,21.93,21.26,20.62,20.62,20.00,20.00,19.42,19.42,19.42,19.42,19.42,19.42,18.60,18.60,17.80,17.03,16.28,15.56,14.87,14.21,13.60,13.60,3.61,13.60,14.21,14.87,14.87,16.40,17.20,18.03,18.03,18.03,18.87,19.72,19.72,19.72,19.72,19.72,19.72,20.25,19.42,20.00,20.62,20.62,21.26,21.26,21.93,22.63,22.63
1779654631.5836844,-50,3.00,24.33,24.33,23.35,23.19,23.19,22.09,22.09,21.02,21.00,21.00,21.00,20.00,20.02,20.02,20.00,20.00,19.03,19.03,18.11,17.12,16.28,15.52,14.56,13.93,13.00,3.16,16.03,16.12,17.12,17.26,18.68,19.92,20.25,20.62,21.54,21.93,22.36,21.47,21.47,21.47,21.47,21.02,21.93,21.54,22.14,22.14,23.09,22.80,23.77,24.74,24.52,23.54
1779654631.6130304,-51,3.00,25.24,24.41,23.60,22.80,22.02,22.02,21.26,20.52,20.52,19.80,19.80,19.10,19.10,19.10,18.38,17.69,17.03,17.03,16.40,14.42,13.89,13.42,12.08,11.70,10.44,2.00,17.03,19.42,21.10,21.10,21.95,22.36,24.17,25.08,26.00,25.63,26.25,25.96,25.00,25.00,25.30,24.35,24.70,24.17,24.60,24.60,24.19,24.70,25.55,26.08,25.24,25.81
1779654631.6429532,-52,3.00,19.72,19.24,19.24,18.36,17.00,17.00,16.55,16.16,16.16,14.87,14.87,13.93,13.93,13.93,13.00,13.00,12.08,12.08,11.66,10.82,10.00,9.22,8.49,7.07,7.07,1.41,17.89,17.89,18.36,18.03,19.21,19.21,19.85,20.52,21.21,21.21,21.26,20.52,20.52,20.52,20.52,19.80,19.10,19.85,19.85,19.21,20.00,20.00,20.25,20.25,21.10,20.59
1779654631.6894338,-52,3.00,29.00,28.32,27.59,26.17,24.84,24.21,23.60,23.60,23.02,22.20,21.63,21.63,20.25,20.25,20.00,19.21,19.21,17.69,16.97,16.28,15.00,14.42,13.04,12.08,10.77,3.16,23.35,23.35,24.08,24.84,26.40,27.20,28.84,28.30,29.15,29.53,30.41,29.97,29.07,28.65,28.65,27.78,28.30,28.02,28.60,28.43,28.43,28.32,29.73,29.73,29.70,29.00
1779654631.703423,-53,3.00,28.07,27.07,26.08,26.08,25.08,24.19,23.19,22.36,22.36,21.38,21.38,20.40,20.40,20.40,20.40,19.24,18.11,17.03,17.00,16.03,15.13,14.32,13.60,12.65,12.08,3.61,22.00,22.02,23.09,24.19,25.32,25.50,26.68,26.93,27.89,28.16,28.46,28.46,28.46,27.20,27.20,26.93,26.68,26.48,27.29,27.17,27.17,28.02,28.02,29.02,29.00,28.02
1779654631.7318015,-53,3.00,25.32,24.33,24.33,23.35,22.36,22.56,21.59,20.88,20.88,19.92,19.92,19.92,19.92,18.97,18.97,18.68,17.46,17.26,16.12,15.00,14.00,13.04,13.15,12.37,11.70,2.24,17.26,18.25,19.10,20.02,21.00,21.02,22.09,23.19,23.19,24.33,24.33,24.33,24.33,24.33,23.35,23.19,23.09,23.02,24.02,24.02,24.00,25.02,25.08,25.08,26.17,25.18
1779654631.76181,-55,3.00,26.63,25.81,24.41,23.85,22.80,22.80,22.67,21.26,21.93,20.52,20.52,19.80,19.80,19.80,19.10,19.21,17.80,16.64,16.12,14.76,14.32,13.93,12.65,12.17,11.05,2.00,17.49,18.36,18.79,19.70,21.19,22.14,22.80,23.54,24.52,24.52,24.52,25.50,25.50,24.52,24.74,24.74,24.74,25.00,24.35,25.63,25.08,25.50,25.94,26.93,27.46,26.93
1779654631.792353,-55,3.00,22.14,22.14,21.19,20.25,19.70,19.70,18.79,17.89,18.36,17.49,17.49,17.49,17.49,16.12,16.12,15.65,15.23,14.87,14.56,13.34,13.15,12.04,11.00,11.05,11.18,3.16,16.76,16.49,17.46,17.26,19.10,21.02,22.00,22.00,23.02,23.02,23.02,23.02,22.02,22.02,22.02,22.00,22.00,21.02,22.09,22.20,22.20,22.36,22.56,22.80,23.09,23.41
1779654631.82473,-57,3.00,20.00,20.00,19.21,19.21,18.44,17.69,17.69,16.97,17.03,17.03,17.03,16.97,16.97,17.69,17.69,16.97,16.28,15.62,16.40,16.64,15.65,14.32,13.93,13.93,13.60,4.00,15.26,14.76,15.65,16.55,17.09,18.03,18.68,18.68,19.65,19.42,20.40,20.40,19.42,19.42,19.42,19.65,18.68,18.97,18.38,18.79,18.79,19.24,19.72,20.25,20.25,20.00
1779654631.853286,-58,3.00,21.63,21.63,20.81,20.81,20.62,19.85,20.52,19.80,20.52,20.52,20.52,21.26,21.26,22.02,22.67,22.67,23.35,22.63,21.93,22.02,22.02,21.40,21.63,20.59,21.02,5.39,15.65,15.23,16.16,16.76,17.72,18.44,18.44,19.42,19.24,20.10,20.10,20.10,20.10,19.10,19.24,19.24,19.42,18.68,18.68,18.97,19.31,19.70,20.12,20.12,20.59,21.10
1779654631.8881822,-59,3.00,21.47,21.47,20.59,20.59,19.72,19.72,18.87,19.42,19.42,20.00,20.00,20.00,20.81,20.81,21.63,21.95,21.95,22.36,23.26,23.77,23.09,22.80,22.80,23.35,23.19,6.00,24.08,24.02,25.00,25.02,26.02,26.08,27.07,27.17,27.17,27.17,26.17,26.08,25.08,24.02,24.02,23.00,23.09,22.20,22.36,21.59,21.84,22.14,22.47,22.85,22.36,21.47
1779654631.8974164,-60,3.00,19.10,19.10,19.10,17.69,17.03,17.03,16.40,16.28,16.28,16.28,15.56,16.28,16.97,17.69,18.44,18.60,19.42,20.25,20.59,21.02,20.25,20.88,21.38,22.20,23.19,5.00,27.66,27.66,26.31,26.08,28.07,31.14,31.26,30.27,30.15,29.07,28.00,28.00,27.02,26.17,25.32,23.77,23.09,22.47,22.36,21.95,21.63,21.40,21.40,21.40,21.40,21.26
1779654631.9121702,-61,3.00,14.32,13.15,12.17,11.18,10.20,9.22,9.06,8.00,8.00,8.06,7.28,7.62,8.06,8.60,9.22,9.90,11.40,13.04,13.89,14.76,15.23,16.16,16.76,18.68,19.42,5.10,24.17,24.17,24.60,25.94,26.42,26.93,26.93,26.93,26.08,26.08,26.08,24.70,24.19,23.26,21.93,21.54,20.25,19.65,19.42,19.24,18.03,18.00,18.00,17.03,17.12,16.12
1779654631.9445012,-62,3.00,11.05,9.06,8.25,7.07,6.00,4.00,3.16,2.83,3.61,5.10,6.00,8.06,9.06,11.18,13.34,15.30,16.49,18.68,19.65,21.19,23.41,24.70,26.00,27.31,27.73,8.06,27.29,27.29,28.30,28.30,28.84,29.41,29.41,30.00,28.60,28.60,27.20,26.63,25.55,24.19,22.83,22.36,21.02,20.25,18.68,18.44,18.25,18.03,17.00,16.03,15.13,14.14
1779654631.9723856,-62,3.00,8.00,7.00,7.07,7.07,6.32,6.71,6.71,7.21,8.60,9.22,10.00,11.40,13.45,14.87,16.28,17.69,19.80,20.52,21.93,23.35,24.04,25.50,26.25,27.66,28.43,6.40,20.59,21.10,21.95,22.47,22.47,23.02,23.02,23.02,23.02,21.63,21.63,20.25,19.72,17.89,17.46,16.16,15.81,15.52,14.32,14.04,13.00,12.00,12.04,11.05,11.18,10.20
1779654632.012751,-61,3.00,13.89,13.89,13.89,13.89,14.42,15.26,15.81,16.64,18.60,19.21,20.62,21.26,21.93,24.04,25.50,27.66,29.07,28.43,29.83,31.14,33.24,33.94,33.94,33.94,34.66,9.22,20.12,19.70,20.62,20.25,21.19,21.19,21.19,21.19,21.19,20.88,20.88,19.92,18.97,18.03,17.09,16.55,15.65,14.76,14.76,13.89,14.42,13.60,13.60,13.60,13.60,13.60
1779654632.0321994,-60,3.00,13.04,13.04,14.42,14.42,14.42,15.26,16.12,16.12,17.00,18.38,18.38,20.25,21.19,22.14,24.04,25.30,26.25,27.20,28.16,29.41,29.73,29.73,31.02,31.38,32.31,7.62,16.40,17.03,17.69,17.69,18.38,18.38,18.44,18.44,18.44,18.44,17.69,17.03,16.28,16.28,15.56,15.56,14.14,14.21,13.60,13.60,13.60,13.04,13.04,13.04,13.04,13.04
1779654632.0659008,-59,3.00,18.03,18.03,18.03,18.03,18.03,19.42,20.00,20.62,21.26,22.67,23.35,24.76,26.17,26.87,29.00,30.41,31.11,32.53,33.24,33.97,34.71,34.71,34.06,34.83,36.24,9.22,22.80,20.00,19.24,21.54,23.41,24.70,23.77,21.19,20.25,19.31,19.31,21.19,21.19,19.31,19.70,18.79,17.46,17.09,17.46,16.55,16.12,16.64,18.03,18.03,17.20,16.40
1779654632.0967836,-59,3.00,16.64,16.64,16.64,16.64,16.12,17.00,17.00,17.89,18.79,18.79,19.70,20.62,21.54,22.47,24.70,24.70,26.00,26.93,27.86,28.23,28.64,29.07,29.53,30.02,30.53,8.06,19.85,20.62,21.40,21.40,22.20,22.20,23.02,23.02,23.02,22.47,22.47,21.10,20.25,20.00,19.21,18.44,17.69,18.38,17.69,17.03,16.40,16.40,17.20,17.20,16.64,16.64
1779654632.128843,-60,65.07,16.49,15.52,15.52,15.52,15.52,16.49,16.28,17.26,17.26,18.25,19.24,20.10,21.10,22.09,23.09,24.08,24.08,25.08,26.17,26.31,27.46,27.46,28.64,28.64,29.83,8.25,22.83,20.00,24.08,24.84,21.21,21.21,23.43,23.60,23.43,23.43,22.67,22.02,22.02,20.62,19.42,19.42,18.87,18.36,17.89,17.46,17.46,17.09,17.09,16.76,16.76,16.49
1779654632.1363769,-60,3.00,17.72,17.46,17.46,17.46,17.46,17.46,18.44,19.24,20.10,20.02,21.02,22.00,23.00,24.02,26.02,27.02,28.02,29.02,30.00,30.00,31.00,31.00,32.00,32.00,33.02,9.00,26.08,28.28,30.00,29.83,27.66,25.24,26.08,28.30,27.46,25.81,25.00,24.21,23.43,22.67,21.21,21.26,20.62,19.42,19.42,18.87,19.72,18.79,18.38,18.97,18.97,17.72
1779654632.1547494,-60,3.00,17.89,17.89,17.89,17.89,17.46,17.46,17.46,18.03,18.03,18.68,19.92,20.88,21.84,22.80,23.77,25.00,25.96,26.25,27.20,27.51,27.86,28.23,29.15,29.55,29.97,6.71,20.52,21.26,22.02,22.20,22.20,23.02,23.85,23.85,23.85,23.85,22.47,22.47,21.63,21.40,20.62,19.85,19.10,18.38,18.44,18.44,17.80,18.03,18.03,18.87,18.36,17.89
1779654632.1837487,-59,3.00,18.60,19.42,18.60,18.60,18.87,17.49,17.49,18.36,19.24,18.79,19.31,20.25,20.62,21.93,22.85,22.85,24.17,24.17,24.60,24.60,25.06,24.70,25.24,25.81,26.40,7.21,14.87,16.64,19.92,21.84,21.59,21.59,20.88,21.54,23.77,23.41,24.04,23.09,22.14,22.47,21.02,19.24,19.24,18.36,18.03,17.80,17.80,17.69,18.38,19.10,19.10,19.10
1779654632.2125766,-58,3.00,20.00,20.02,20.02,19.10,19.10,19.24,19.24,19.42,18.68,18.68,18.68,18.97,19.65,19.65,20.62,20.62,20.62,21.38,21.21,21.10,20.02,20.00,20.02,20.10,20.22,5.10,14.32,14.56,14.87,16.16,16.16,17.46,17.89,19.24,19.24,19.72,19.72,19.24,19.24,18.79,18.79,18.79,18.38,18.03,18.97,18.68,18.44,19.24,20.22,20.10,20.02,20.00
1779654632.2457938,-56,3.00,26.48,25.71,25.71,24.74,24.74,24.04,24.04,24.35,24.35,24.35,23.77,23.77,23.77,23.77,24.35,24.35,24.04,23.77,23.54,22.36,22.09,21.02,21.02,20.10,20.22,5.10,15.03,15.00,16.03,17.03,18.11,19.24,20.22,21.38,21.59,22.56,22.80,22.80,22.56,22.56,22.56,22.36,22.36,23.09,23.09,23.02,23.00,24.02,25.08,26.17,25.18,25.32
1779654632.276725,-53,3.00,25.63,25.63,24.35,24.35,23.09,23.09,22.80,22.56,22.36,21.38,21.38,21.38,21.38,21.38,21.38,21.59,20.62,19.92,18.38,18.79,17.49,16.64,15.81,14.87,14.14,2.83,15.23,15.65,16.12,17.49,18.03,19.42,20.00,20.62,21.26,21.93,21.93,22.67,22.67,22.67,22.02,22.02,21.40,22.20,22.47,23.32,23.32,23.71,24.60,25.50,25.08,24.70
1779654632.305774,-52,3.00,27.29,26.08,25.18,24.33,23.09,22.09,23.02,23.00,23.00,22.00,22.00,21.02,21.02,22.02,21.00,21.02,20.02,19.10,19.24,18.25,16.49,15.81,14.87,14.32,13.89,3.61,18.03,18.38,17.89,19.24,20.59,21.95,22.47,23.02,23.60,24.21,24.08,24.08,24.21,23.02,22.47,22.47,23.02,22.83,23.26,23.77,24.70,24.35,25.30,24.04,23.77,23.77
1779654632.3382885,-52,3.00,20.40,20.40,20.40,19.24,18.25,18.11,18.11,18.03,18.03,18.00,17.00,17.00,17.00,17.00,16.00,16.03,16.03,15.13,14.14,14.32,13.34,12.65,11.70,10.77,10.30,3.16,14.32,14.56,15.52,15.81,16.16,17.46,17.89,18.36,18.36,18.87,18.87,18.87,18.87,18.87,18.36,18.36,18.79,18.79,18.38,18.38,19.31,18.97,19.92,20.62,20.62,20.62
1779654632.3654299,-52,3.00,23.77,23.77,23.77,22.56,21.38,21.21,21.21,20.10,20.02,20.02,19.03,19.03,19.03,19.03,19.03,18.03,18.11,17.12,16.28,15.52,14.56,13.93,13.00,12.53,12.53,2.83,18.97,19.31,19.70,21.02,21.95,23.32,23.85,24.41,24.41,24.21,24.84,24.84,24.21,24.21,23.60,23.60,23.02,23.32,22.83,23.71,23.26,23.77,24.70,24.70,24.35,24.04
1779654632.3994591,-53,3.00,27.46,26.68,25.71,24.74,23.77,24.04,23.09,22.47,22.85,21.93,21.93,21.93,21.93,20.62,20.62,20.25,20.25,18.97,18.68,17.46,17.12,16.12,15.03,14.00,14.04,4.12,21.38,22.36,23.09,24.08,25.02,26.00,27.02,27.07,27.17,28.28,28.28,28.28,27.29,27.29,27.29,27.17,26.08,26.02,26.00,26.00,26.02,27.07,27.17,27.29,27.46,27.46
1779654632.4250994,-53,3.00,21.26,21.26,21.26,19.85,19.85,19.21,19.21,19.42,18.87,18.87,18.36,18.36,18.36,18.36,17.49,18.03,18.03,17.80,16.40,15.62,14.87,14.14,13.45,12.04,10.63,2.24,13.60,14.21,14.87,15.56,16.28,17.03,17.80,18.03,18.87,18.36,19.24,19.24,19.24,18.36,18.36,18.87,18.87,19.42,18.60,19.21,19.85,19.85,20.52,21.26,21.21,21.21
1779654632.452262,-52,3.00,23.09,23.02,23.02,22.02,22.00,21.00,21.00,21.02,20.10,20.10,20.10,19.10,19.24,19.24,19.24,19.10,19.03,18.03,17.00,16.03,16.12,15.13,14.32,13.34,12.65,3.16,13.04,13.00,14.00,14.04,15.13,16.28,17.46,17.72,18.68,18.97,19.31,19.70,19.31,19.31,19.31,18.97,19.92,19.65,19.65,20.40,20.40,21.21,21.21,22.20,22.20,22.20
1779654632.4824708,-53,3.00,24.02,24.00,24.00,24.00,23.02,22.02,22.09,22.09,21.21,21.21,20.22,20.22,20.22,20.22,20.22,20.10,19.10,19.03,18.03,17.00,16.03,15.13,15.13,14.32,13.34,3.16,13.15,14.04,15.00,15.03,16.03,17.12,18.25,18.44,19.65,19.92,19.92,20.25,20.25,19.92,19.92,20.88,20.88,20.62,21.38,21.38,21.21,22.20,23.09,24.08,24.02,24.02
1779654632.5152054,-52,3.00,29.55,28.64,28.64,27.31,27.31,26.93,26.57,25.63,25.30,25.00,25.00,25.00,25.00,23.77,24.04,24.04,23.09,22.47,21.54,20.62,19.70,19.24,17.49,16.64,16.64,5.00,18.68,19.92,20.62,21.02,22.36,23.32,23.85,24.41,25.00,25.61,26.25,26.25,26.25,25.50,24.84,25.61,25.61,25.81,25.81,26.08,26.93,27.78,28.65,29.53,29.07,28.64
1779654632.544379,-51,3.00,29.55,28.64,28.64,27.73,26.83,25.94,25.06,24.19,23.85,23.02,23.02,22.20,22.20,21.40,21.40,20.81,20.81,19.42,18.87,17.49,17.00,15.65,14.32,13.00,13.00,3.16,23.32,23.71,24.17,25.63,26.57,28.16,28.86,29.61,29.43,29.43,30.27,30.27,29.15,29.27,28.28,28.28,28.44,28.64,28.86,28.86,29.12,29.41,29.73,30.08,30.46,29.55
1779654632.5736592,-50,3.00,27.31,26.93,26.00,25.08,23.77,23.41,22.14,21.84,21.84,20.62,19.65,19.42,19.42,18.44,18.44,17.46,16.49,15.81,14.87,13.93,13.00,12.08,11.18,10.30,9.43,2.83,23.09,24.35,24.70,25.08,25.94,27.78,28.30,28.84,28.60,29.21,29.21,29.83,28.43,28.43,27.80,27.80,27.80,28.02,27.46,27.78,27.78,28.18,28.18,29.07,28.64,28.64
1779654632.6030288,-52,3.00,28.79,28.79,27.51,26.57,26.25,25.00,23.77,23.54,22.36,22.36,21.21,20.22,20.22,20.22,19.24,18.25,17.26,16.28,15.30,14.32,12.37,11.40,10.44,9.22,9.22,2.00,23.54,25.00,25.30,25.63,27.31,28.18,28.65,29.15,28.84,29.41,30.00,30.00,29.41,29.41,29.41,28.02,28.84,28.30,28.65,28.18,29.07,29.55,29.55,30.46,30.08,29.73
1779654632.6359131,-55,65.07,25.71,25.50,24.52,23.54,23.35,23.19,22.20,22.36,22.56,21.21,22.02,22.02,19.03,19.03,20.10,19.03,17.03,15.30,15.30,12.17,6.32,4.47,6.40,6.08,10.77,4.12,19.24,20.10,21.02,21.00,22.09,23.19,24.52,24.74,25.00,25.30,25.63,26.00,25.08,25.08,25.08,25.08,24.70,24.70,24.35,24.35,25.30,25.00,25.96,25.96,25.71,25.71
1779654632.6467297,-56,65.07,28.79,28.79,28.46,27.51,25.63,25.08,23.26,21.47,21.95,21.63,23.60,23.32,21.10,20.00,20.52,14.42,9.49,11.70,12.08,10.63,11.18,8.94,9.90,10.82,8.60,3.16,20.62,21.63,23.32,23.71,25.08,25.63,27.20,27.89,28.64,29.43,29.27,29.27,28.16,28.16,28.16,28.16,28.28,27.46,27.66,27.66,27.89,28.16,29.12,29.41,29.73,28.46
1779654632.6537995,-55,3.00,24.33,24.33,23.35,22.20,22.20,21.10,21.10,20.02,19.00,19.00,18.00,18.00,17.03,17.03,16.03,15.03,15.00,13.00,13.00,11.00,10.00,9.00,8.00,7.00,7.07,1.41,17.26,18.11,19.03,20.00,21.10,22.20,22.56,22.80,24.04,24.70,24.70,24.17,24.17,24.17,24.17,23.77,23.41,23.41,23.09,24.04,23.77,24.74,24.74,25.71,25.50,24.52
1779654632.6658642,-55,3.00,26.93,26.68,25.71,25.71,24.74,23.54,22.36,22.20,22.20,22.09,21.10,20.10,20.10,19.10,19.10,18.25,17.46,16.49,15.81,13.93,12.08,11.18,9.43,8.60,7.81,2.24,18.25,18.25,19.42,20.88,21.19,22.47,24.17,24.60,24.60,25.94,26.42,26.42,26.42,26.42,25.55,25.55,25.94,25.50,26.40,26.40,26.00,26.57,27.51,28.16,28.16,28.16
1779654632.6914716,-53,3.00,19.72,18.87,18.87,18.03,18.03,17.20,17.20,17.20,16.40,15.62,15.62,15.62,15.00,15.00,15.00,13.60,13.60,13.04,11.66,11.18,9.85,9.49,8.54,7.28,7.07,1.00,12.81,13.04,13.04,13.89,14.76,15.65,16.16,17.09,17.09,17.72,17.72,18.68,17.72,17.72,17.72,17.72,18.03,18.38,17.46,17.46,17.89,19.24,19.24,19.72,19.72,19.72
1779654632.7234423,-52,3.00,28.18,28.18,27.73,26.83,25.50,25.08,25.08,24.70,24.35,24.35,23.09,23.09,23.09,23.09,23.09,22.14,22.14,21.19,20.62,19.70,18.79,17.89,17.00,16.12,16.12,3.61,16.76,17.09,18.38,18.79,19.24,20.59,21.63,22.20,22.80,23.60,24.21,23.43,23.43,23.43,23.43,23.43,24.21,23.60,23.85,24.70,24.70,25.55,26.42,27.29,27.73,27.73
1779654632.7515473,-52,3.00,25.50,24.52,24.52,23.77,22.80,22.80,22.14,22.14,21.19,20.62,20.62,19.70,19.70,19.70,18.38,18.38,17.46,17.09,15.81,14.87,13.60,13.60,12.37,11.40,11.40,2.00,16.55,17.46,18.03,18.68,19.65,20.40,22.20,23.09,23.09,23.02,24.02,24.00,24.00,23.00,23.00,24.00,24.00,23.02,24.08,24.08,24.19,25.32,25.32,26.48,26.68,25.71
1779654632.7833955,-52,3.00,28.79,28.79,27.86,26.57,25.63,25.63,25.08,25.08,24.17,23.71,23.26,22.36,22.36,22.36,21.47,21.02,19.70,19.70,18.38,17.09,16.76,15.52,15.52,14.32,13.34,3.00,18.36,19.24,19.70,20.62,21.19,22.14,23.77,23.77,24.52,25.50,25.32,25.32,25.32,25.32,25.32,25.32,25.50,25.71,25.71,25.96,26.25,27.20,28.46,28.46,28.79,28.79
1779654632.8123753,-52,3.00,26.02,26.02,26.02,25.02,25.02,24.08,24.08,24.08,23.19,23.35,23.35,23.35,23.35,23.35,23.35,23.19,23.09,22.09,22.02,21.00,20.02,19.03,19.03,18.11,18.25,4.00,14.04,14.00,15.00,15.03,16.12,16.12,16.28,17.46,17.46,18.44,18.68,18.68,18.44,18.44,18.44,18.25,19.24,19.10,20.02,21.02,21.02,22.00,23.00,24.02,24.02,24.02
1779654632.843555,-53,3.00,27.78,27.78,26.93,26.93,25.55,26.08,25.24,25.00,25.00,25.00,24.21,24.21,24.08,24.08,24.08,24.21,24.21,23.60,23.60,22.20,21.10,20.59,20.59,20.12,19.70,5.39,17.49,18.87,18.79,18.03,16.76,17.72,19.65,19.65,20.62,21.59,21.38,21.59,20.62,20.62,20.62,20.88,21.19,21.19,21.54,22.85,23.26,23.71,25.06,25.94,26.42,25.55
1779654632.8753495,-54,3.00,24.74,24.74,24.74,24.52,23.54,23.35,23.35,23.19,23.19,23.19,22.09,22.09,22.09,23.02,23.02,22.09,22.09,22.09,21.21,20.22,20.40,19.42,18.68,18.68,18.03,4.47,13.00,14.04,14.14,15.30,15.52,16.76,17.09,17.46,18.79,19.24,19.72,19.72,19.72,18.36,18.36,19.24,18.79,19.70,19.31,20.25,20.25,21.84,22.80,24.04,23.77,23.54
1779654632.9106534,-68,3.00,13.45,14.87,16.28,16.28,17.03,17.03,17.80,18.60,19.72,20.59,21.47,21.93,22.85,24.70,26.25,27.20,28.16,29.41,30.36,31.62,32.57,33.84,34.54,35.85,36.67,9.85,9.85,9.85,10.77,11.18,12.08,12.08,13.42,12.53,12.53,12.53,11.66,11.66,10.82,8.60,7.81,6.40,4.47,2.83,1.41,1.00,1.00,2.24,3.61,5.66,7.07,8.49
1779654632.9335854,-63,3.00,22.47,22.47,22.47,22.47,21.10,21.10,20.81,20.00,20.00,19.21,18.60,18.60,17.80,17.80,16.40,15.81,15.00,13.60,12.21,11.40,10.00,10.00,9.22,9.22,9.43,2.24,18.44,19.21,20.00,20.25,21.95,22.36,23.26,23.77,24.35,24.35,24.04,24.74,24.74,23.54,22.80,22.80,21.84,22.14,22.14,22.47,21.54,21.93,23.26,22.36,22.83,22.83
1779654632.962557,-61,3.00,24.17,24.17,24.17,24.17,22.85,23.77,22.47,22.47,22.47,22.47,21.19,20.25,20.25,20.25,20.25,20.62,18.79,18.36,16.64,15.26,13.89,12.21,10.00,9.43,9.43,2.24,12.65,13.00,14.32,14.76,16.12,17.49,18.60,19.21,19.85,19.85,20.52,20.52,20.52,20.52,20.52,20.52,20.62,20.62,20.81,20.81,21.63,21.95,22.83,22.83,23.71,24.60
1779654632.9955642,-59,3.00,26.91,26.91,26.91,26.91,26.25,27.02,26.40,26.40,26.40,25.81,25.81,26.63,26.63,26.63,26.63,25.81,25.81,25.00,24.21,23.43,22.67,21.93,21.21,19.80,20.52,4.24,9.22,9.49,10.77,11.66,13.04,13.60,14.87,15.56,16.28,17.03,18.03,18.03,18.87,19.42,19.42,19.42,19.42,18.60,19.21,21.26,21.93,22.63,23.35,24.76,25.50,25.50
1779654633.025642,-59,3.00,25.00,25.96,25.71,25.96,25.00,25.30,25.30,25.63,25.63,26.00,26.00,25.50,26.40,26.40,26.40,26.40,26.00,24.35,24.35,25.00,24.04,24.04,22.80,22.36,22.20,6.08,6.40,6.71,8.06,8.54,10.44,11.18,12.17,13.04,14.04,15.00,15.00,16.03,16.03,16.03,16.03,17.00,17.00,18.03,18.03,18.11,19.24,20.22,21.38,22.36,22.56,23.77
1779654633.056394,-57,3.00,26.40,26.40,26.40,26.40,25.08,25.08,25.08,24.70,25.30,24.04,24.04,23.77,23.77,23.77,24.04,23.09,23.09,22.47,21.54,20.62,19.70,18.38,18.38,17.46,16.55,4.12,15.30,13.34,13.04,15.30,16.76,16.55,16.12,17.49,19.72,20.25,21.40,21.40,21.40,21.40,21.40,21.40,22.20,22.47,22.47,22.47,23.32,24.19,25.06,25.94,26.83,26.40
1779654633.0864902,-54,3.00,26.17,25.46,25.46,24.04,23.35,24.08,23.43,24.21,23.60,23.02,23.02,22.47,22.47,22.47,23.02,23.02,22.20,22.20,20.81,20.00,19.21,18.44,17.69,16.97,16.28,4.24,15.81,16.40,17.03,17.69,19.10,20.62,21.40,21.63,21.63,23.32,22.83,22.83,22.83,22.83,22.83,22.83,23.32,23.32,23.02,23.02,23.60,24.21,24.84,25.61,25.50,25.50
1779654633.117662,-52,3.00,24.52,24.33,23.35,23.35,22.20,22.09,21.02,21.02,21.00,20.00,20.02,20.02,20.10,20.10,19.10,19.10,19.10,18.11,18.03,17.03,16.03,16.00,15.00,14.00,14.04,3.16,19.03,20.00,21.10,21.21,22.36,23.77,24.35,24.70,26.00,25.50,25.94,25.94,25.06,25.06,24.60,24.60,24.60,24.17,23.77,24.70,24.35,24.35,25.00,25.00,24.74,24.74
1779654633.141957,-51,3.00,26.40,25.50,25.50,25.06,24.70,23.85,23.02,20.25,21.40,24.04,23.35,20.52,21.26,21.93,19.10,18.44,19.10,19.10,19.21,16.97,16.12,15.62,13.00,11.40,15.23,4.47,21.63,21.95,23.71,24.17,25.63,26.25,26.93,27.66,28.44,28.28,28.16,28.16,28.16,27.17,27.17,27.17,26.17,26.31,26.48,26.68,26.93,26.25,27.51,27.86,27.86,26.93
