timestamp,rssi,sub_1,sub_2,sub_3,sub_4,sub_5,sub_6,sub_7,sub_8,sub_9,sub_10,sub_11,sub_12,sub_13,sub_14,sub_15,sub_16,sub_17,sub_18,sub_19,sub_20,sub_21,sub_22,sub_23,sub_24,sub_25,sub_26,sub_27,sub_28,sub_29,sub_30,sub_31,sub_32,sub_33,sub_34,sub_35,sub_36,sub_37,sub_38,sub_39,sub_40,sub_41,sub_42,sub_43,sub_44,sub_45,sub_46,sub_47,sub_48,sub_49,sub_50,sub_51,sub_52
1779654620.6033545,-52,3.00,30.08,29.15,28.79,27.86,26.93,27.31,26.40,26.83,25.94,25.94,25.94,25.06,25.06,25.55,25.55,25.06,24.60,23.71,23.26,21.93,21.54,20.25,20.25,19.92,18.97,5.10,14.76,15.65,16.55,17.46,18.38,18.97,19.65,20.62,21.59,22.36,22.36,23.19,23.19,22.20,23.35,23.35,23.54,23.77,24.74,25.00,25.30,26.25,27.51,28.79,27.86,27.86
1779654620.6335752,-53,3.00,27.02,26.25,26.25,24.84,24.84,24.08,24.08,24.04,23.35,23.35,22.67,22.67,22.67,22.67,21.26,21.26,20.52,20.52,19.80,19.10,17.69,17.03,15.62,15.62,15.00,4.24,16.40,16.28,17.69,18.44,18.60,19.42,19.72,20.59,21.47,21.47,21.93,21.93,21.93,21.93,21.93,22.36,21.47,21.95,22.47,22.47,23.85,24.41,25.00,25.00,25.61,25.61
1779654620.663329,-50,3.00,21.10,20.10,20.10,19.03,18.03,18.00,17.00,16.03,16.03,15.03,15.03,15.03,14.04,14.04,13.04,13.04,12.04,11.05,11.00,10.00,9.00,9.06,8.06,7.07,7.07,2.24,18.03,19.10,19.24,19.42,20.62,20.88,21.84,21.84,22.14,22.47,22.85,21.93,21.93,21.93,21.54,21.19,21.19,20.88,20.62,20.62,21.38,21.21,21.21,22.36,21.21,21.21
1779654620.692468,-50,3.00,27.66,27.66,27.02,26.25,25.00,25.00,24.41,23.02,22.47,22.47,21.10,21.10,20.59,19.72,19.72,18.87,18.03,17.20,16.40,15.00,14.21,13.45,12.04,11.31,9.90,1.41,21.95,22.47,23.02,23.60,24.84,26.17,26.87,26.91,28.43,28.43,28.60,28.60,28.60,27.80,27.20,27.20,27.02,27.66,26.91,27.59,28.28,28.28,29.00,29.00,29.07,29.07
1779654620.7247005,-56,3.00,25.81,25.81,25.81,25.81,24.41,24.41,24.70,24.70,24.19,24.19,22.83,22.83,22.83,23.32,22.47,21.63,21.40,20.62,19.85,18.38,16.97,15.62,15.00,13.60,13.04,2.83,10.82,12.21,12.21,13.60,14.21,15.62,16.97,16.97,17.69,18.44,19.21,19.85,19.85,20.62,20.62,20.52,20.52,21.21,21.93,22.67,22.67,23.43,24.21,25.61,25.81,25.81
1779654620.7548254,-57,3.00,27.29,26.42,25.55,24.70,23.85,22.47,22.47,21.63,20.81,20.00,19.21,18.60,17.20,17.20,15.81,15.26,13.89,12.53,10.77,9.49,7.62,6.32,5.10,3.16,2.00,0.00,19.42,19.42,21.10,21.95,23.26,25.08,25.63,26.25,27.20,28.16,27.89,27.66,27.66,26.68,26.93,26.93,26.93,26.25,26.57,26.93,26.93,27.31,28.64,28.64,28.18,27.29
1779654620.783563,-55,3.00,28.02,28.02,26.63,25.24,24.70,23.32,22.83,22.83,22.36,21.47,20.59,20.12,19.24,19.24,18.36,17.49,16.64,15.81,15.00,12.81,11.31,10.63,9.22,8.06,7.21,2.00,21.63,22.20,22.80,23.43,24.08,26.17,26.87,27.59,28.32,28.43,29.21,28.60,28.60,27.80,27.80,27.66,27.66,27.59,27.59,28.32,27.66,28.43,29.21,29.21,30.00,28.60
1779654620.810649,-58,3.00,23.77,22.85,22.85,21.54,21.19,19.92,19.92,18.68,18.44,17.46,16.49,16.28,15.30,15.30,14.32,13.15,12.17,11.18,10.20,9.06,8.06,7.07,7.00,6.08,6.08,1.41,18.03,19.10,19.42,20.62,20.88,22.47,22.85,23.26,24.19,24.70,24.70,23.85,24.41,24.41,24.41,23.60,23.02,23.32,22.83,23.71,23.71,24.17,24.17,25.08,25.08,24.70
1779654620.8419418,-51,3.00,30.59,29.61,28.64,27.66,26.68,25.71,24.74,25.00,24.04,23.09,22.14,22.14,21.19,21.19,20.25,18.97,18.97,18.03,16.76,15.52,14.56,13.60,12.37,12.37,11.40,3.00,21.93,22.47,24.35,25.00,25.71,26.48,27.29,28.16,29.07,29.02,29.00,29.00,29.00,29.00,28.00,28.00,28.02,28.07,28.16,28.16,28.28,29.43,29.43,30.59,30.59,29.83
1779654620.871309,-50,3.00,26.48,25.50,24.52,23.54,22.56,21.59,21.59,20.62,20.88,19.92,18.97,18.97,18.03,18.03,17.09,16.76,15.52,14.56,14.32,13.15,12.17,11.18,10.05,10.05,9.06,2.00,17.46,17.46,18.03,18.97,19.65,21.38,22.20,22.20,23.09,24.02,24.02,24.00,24.02,24.02,23.02,24.02,24.02,24.08,24.19,24.33,24.33,25.50,25.50,26.48,26.68,25.71
1779654620.9023511,-50,3.00,18.03,17.49,17.49,16.12,16.12,14.76,14.76,14.32,14.32,13.00,13.00,12.08,11.70,11.70,11.70,10.77,9.85,9.85,8.94,8.06,7.21,6.40,5.83,5.00,5.00,1.00,11.70,12.53,13.04,14.42,14.42,15.00,16.28,17.03,17.03,16.97,17.69,17.69,17.69,16.97,16.97,16.97,17.03,17.03,17.80,17.80,17.80,18.60,18.60,19.42,19.42,18.03
1779654620.9345663,-49,3.00,24.41,24.41,23.60,22.80,22.02,21.26,21.26,20.52,19.80,19.10,19.10,18.38,17.69,18.44,17.69,16.97,16.28,15.56,14.87,13.45,12.81,11.40,10.82,10.00,9.43,2.83,17.69,18.38,19.10,19.85,21.40,21.63,22.47,22.83,23.71,24.17,24.17,24.70,23.77,23.77,23.77,22.85,23.26,23.71,23.71,24.19,24.19,24.70,24.70,25.24,25.24,25.24
1779654620.962023,-49,3.00,23.43,22.80,22.80,21.40,21.40,20.81,20.81,20.25,19.72,19.24,18.79,18.79,18.79,18.79,17.89,17.89,17.00,16.12,15.81,15.00,14.42,13.60,12.81,12.04,11.31,2.83,16.12,17.20,17.03,17.69,18.44,19.21,20.81,21.63,22.47,22.47,22.47,21.95,21.95,21.10,21.10,21.63,20.81,21.40,22.02,22.02,22.67,22.67,23.35,23.35,23.35,23.35
1779654620.9971519,-52,3.00,25.46,25.46,24.04,24.04,23.35,22.67,21.26,21.26,21.26,20.62,20.62,19.85,19.21,19.21,18.44,18.38,17.69,17.03,15.62,14.42,13.04,12.53,11.70,10.44,10.20,3.16,20.62,20.62,20.81,21.63,22.47,22.83,23.71,24.60,24.60,25.08,24.70,24.70,24.70,24.17,24.17,23.71,22.83,23.32,23.85,24.41,24.21,24.84,25.61,26.25,25.50,25.50
1779654621.0257275,-55,3.00,19.85,18.44,17.69,16.28,14.87,14.21,12.81,12.81,12.04,11.40,10.00,9.22,8.49,7.81,6.40,5.83,5.10,4.00,4.12,3.61,3.61,4.12,5.00,6.08,6.08,1.00,19.85,21.26,22.02,22.80,22.20,22.47,24.19,24.19,25.06,24.60,24.60,23.71,23.71,22.83,22.83,22.47,22.47,22.20,21.40,21.40,21.26,21.26,21.93,21.21,21.93,21.26
1779654621.0534644,-56,3.00,21.38,20.40,19.24,18.25,17.12,15.13,14.04,13.04,12.04,11.00,10.00,9.06,8.06,6.08,5.39,4.47,3.61,3.16,3.16,3.61,5.00,5.83,7.62,8.25,9.06,3.00,25.00,25.30,25.63,26.93,27.73,28.18,30.02,29.68,29.68,30.23,30.23,29.41,28.84,28.02,27.46,26.93,26.42,25.50,25.50,25.08,24.70,25.30,25.30,25.00,24.74,23.54
1779654621.0821261,-57,3.00,21.93,21.26,20.52,19.10,18.38,17.69,16.97,16.28,16.28,14.87,14.87,14.87,14.14,14.14,13.45,12.81,12.53,12.08,11.70,11.40,10.05,10.00,9.22,9.49,9.85,2.24,16.55,17.46,17.46,19.31,20.25,21.19,22.14,23.09,23.77,23.77,23.77,23.77,23.77,23.09,23.09,22.47,22.47,21.93,22.36,22.83,22.47,23.02,23.02,23.60,22.80,22.02
1779654621.1128602,-61,3.00,17.69,18.38,18.38,18.38,19.10,19.21,20.00,20.81,21.63,22.47,23.32,24.60,25.50,27.31,28.64,29.97,30.87,31.78,32.20,32.65,33.12,32.76,33.29,34.41,34.21,8.49,6.08,7.07,7.28,8.25,8.54,9.49,9.85,10.77,11.18,12.08,12.08,13.00,13.00,13.00,13.42,13.42,13.89,13.89,13.89,14.42,14.42,15.00,15.00,16.40,17.03,16.28
1779654621.1451163,-57,3.00,19.42,20.22,19.24,19.24,18.11,18.11,18.03,18.00,18.03,18.11,18.25,18.25,18.44,19.65,19.65,20.62,20.62,20.62,20.62,21.38,21.38,22.20,22.09,23.09,23.02,6.00,16.28,15.30,16.49,17.72,17.09,17.46,17.00,17.49,18.03,18.60,17.80,17.03,17.20,16.64,16.64,16.12,16.12,16.55,16.55,16.55,17.09,18.03,17.72,18.68,18.44,18.44
1779654621.1752489,-54,3.00,25.32,25.18,24.33,24.19,23.19,22.09,22.09,22.02,21.02,21.00,20.02,20.02,19.03,19.03,19.03,19.03,18.00,18.00,17.00,16.00,15.03,14.04,14.04,13.04,13.04,3.16,21.02,21.00,22.02,22.20,23.35,24.74,25.30,25.63,26.00,26.00,25.50,25.50,25.50,24.17,24.17,23.26,23.77,23.77,24.35,24.04,24.04,23.77,24.74,25.50,25.32,25.32
1779654621.201998,-57,3.00,25.00,24.00,24.00,23.00,22.00,22.02,22.02,21.02,21.10,20.10,19.10,19.10,19.10,18.11,18.11,17.03,16.03,15.03,14.04,13.00,12.00,11.00,10.00,9.00,9.00,2.00,14.32,14.14,15.03,16.03,17.00,18.03,19.10,20.22,20.40,20.62,20.88,21.84,20.88,20.88,20.88,20.88,20.62,21.38,21.21,21.21,22.09,23.09,23.02,24.02,24.00,24.00
1779654621.2392955,-60,3.00,28.65,28.65,27.78,26.93,26.42,25.94,24.60,23.71,22.36,22.36,21.93,21.02,20.62,19.70,18.38,18.38,17.46,16.16,14.87,13.60,12.65,12.37,11.40,11.18,11.05,3.16,14.04,15.03,15.13,16.49,17.72,19.31,19.70,20.59,21.10,21.63,21.40,21.40,22.02,22.02,22.02,21.40,22.20,22.20,23.02,23.85,24.70,25.06,25.94,26.83,26.83,26.83
1779654621.2680976,-62,3.00,27.46,26.48,26.31,25.32,23.19,22.09,21.10,20.02,19.00,18.00,16.03,15.13,15.30,14.56,13.60,13.00,13.04,13.60,13.45,13.45,14.21,15.00,15.81,17.20,17.80,3.61,18.97,19.92,22.20,24.08,24.19,26.02,27.07,26.48,27.66,27.66,26.93,26.25,26.25,25.30,25.30,25.30,25.30,25.00,25.71,26.48,26.48,27.46,27.46,28.28,28.28,28.16
1779654621.2933056,-58,3.00,24.74,23.77,22.80,21.84,20.88,19.92,18.97,18.03,17.09,17.09,16.16,14.87,13.93,13.00,12.08,10.77,9.49,8.54,7.28,5.10,4.12,3.16,2.24,1.00,1.00,0.00,22.14,21.84,23.54,24.33,25.18,26.02,27.00,27.02,27.07,28.07,27.17,27.17,26.17,26.17,26.17,26.08,25.02,25.00,25.02,25.08,25.18,25.18,25.32,26.31,25.50,25.50
1779654621.3297799,-63,3.00,30.02,29.53,29.53,28.18,26.83,25.06,24.19,21.95,21.10,20.81,19.21,18.60,17.80,16.40,14.87,14.14,12.81,12.21,12.08,11.70,11.40,13.15,14.14,15.03,16.03,4.12,22.02,22.67,24.04,24.08,25.61,26.63,27.29,26.83,27.31,27.31,27.86,27.86,27.86,26.93,26.57,26.57,25.63,26.40,26.83,26.83,27.29,28.65,29.15,29.68,30.53,30.53
1779654621.3548698,-57,3.00,28.16,28.16,28.16,27.20,25.96,24.74,24.74,24.52,24.33,23.35,22.20,22.09,22.09,22.02,22.02,21.02,21.02,20.02,20.00,19.00,19.00,18.03,18.03,18.00,18.03,5.00,19.10,19.03,20.00,20.02,21.21,22.36,22.80,23.09,23.41,23.77,24.17,24.17,24.17,23.26,23.26,24.17,23.77,24.70,25.63,25.30,25.30,26.25,27.20,28.46,28.16,28.16
1779654621.3625758,-56,3.00,24.60,24.60,23.71,22.83,21.95,21.10,21.10,20.25,20.25,20.25,19.42,18.60,18.44,18.44,18.38,17.69,17.69,16.97,16.97,16.28,16.28,15.56,14.87,14.87,14.87,2.83,16.28,16.28,17.03,17.80,18.03,19.24,20.12,19.70,20.62,20.88,21.59,21.38,20.40,20.62,20.62,20.88,20.88,21.19,21.54,21.93,22.36,22.36,24.17,24.70,24.17,24.17
1779654621.383601,-53,3.00,26.17,25.46,25.46,24.76,22.67,22.02,22.80,21.63,21.10,20.59,19.72,20.12,19.70,19.70,19.31,19.31,19.31,18.97,18.97,18.97,18.68,18.03,18.03,18.38,18.38,5.10,24.19,23.85,23.60,24.84,24.76,26.17,26.25,27.20,26.63,26.93,26.42,26.42,26.42,25.55,25.55,24.70,24.41,24.41,25.00,25.00,25.61,26.25,26.25,26.91,27.59,26.87
1779654621.4117463,-51,3.00,23.00,23.00,22.02,22.02,21.02,20.10,20.22,19.42,18.68,18.68,18.03,18.03,18.03,17.46,17.46,17.46,17.46,16.55,16.55,16.55,15.65,15.65,15.65,15.23,15.23,3.61,22.36,23.19,23.09,24.00,24.08,24.33,25.50,25.71,25.00,25.30,25.30,24.35,24.35,23.09,23.09,23.09,22.80,22.56,22.56,22.36,22.36,23.19,23.09,24.08,24.02,24.02
1779654621.4441848,-50,3.00,24.04,24.04,24.04,23.09,21.84,21.59,21.38,21.38,21.21,21.10,20.10,20.02,20.02,20.02,20.02,20.02,19.03,19.10,18.11,17.12,16.28,16.28,15.30,15.30,14.56,4.12,19.24,19.42,19.65,20.25,21.54,21.93,22.36,22.83,22.47,23.02,23.02,23.02,23.02,22.20,21.63,21.63,21.95,21.95,22.36,22.36,21.93,22.85,23.77,23.77,24.35,24.35
1779654621.4756947,-52,3.00,26.93,26.57,26.57,25.30,24.35,24.04,23.77,22.56,22.36,22.36,21.21,21.21,20.22,20.10,20.10,20.22,19.24,18.25,17.26,15.52,14.56,13.60,12.65,11.70,10.77,2.24,21.59,20.88,22.14,23.77,24.60,25.06,25.24,26.63,27.20,27.02,27.02,26.25,26.25,26.25,26.40,25.00,25.24,25.24,25.55,25.55,26.42,26.83,27.73,27.73,27.31,27.31
1779654621.5078533,-57,3.00,25.30,25.30,24.35,23.41,22.47,21.54,20.62,21.02,21.02,20.12,19.24,18.79,17.89,17.46,17.46,16.76,15.52,14.32,13.15,12.04,11.00,10.05,9.49,8.94,8.94,2.24,19.92,20.62,21.59,22.36,23.35,25.18,25.08,26.02,27.00,27.00,27.02,27.02,27.02,27.02,27.02,26.00,26.00,26.02,26.08,26.17,26.31,26.48,26.48,26.68,26.93,25.96
1779654621.5315254,-64,3.00,20.02,20.02,19.00,19.03,18.03,18.11,18.25,18.25,18.44,18.44,18.44,18.44,19.65,19.65,20.62,21.38,22.20,22.20,23.09,23.02,24.00,24.08,25.32,25.50,26.93,6.32,10.30,10.30,10.82,12.21,13.60,15.62,16.40,17.03,18.44,18.44,19.10,19.80,19.10,19.85,20.00,20.00,20.25,19.72,19.24,19.70,20.25,20.25,20.88,20.62,20.40,20.40
1779654621.5642664,-57,3.00,19.03,19.03,18.11,17.12,17.26,16.49,16.76,16.16,16.55,17.00,16.12,16.64,17.20,17.20,17.80,17.80,18.44,19.21,19.21,19.21,20.00,20.00,20.25,20.59,21.47,5.83,25.00,25.08,25.18,25.32,25.71,25.96,25.63,24.70,25.08,24.60,23.71,22.83,22.36,21.02,20.62,20.62,20.25,19.92,19.65,19.42,19.24,19.24,20.22,20.10,20.02,20.02
1779654621.594112,-51,3.00,26.08,26.08,25.08,24.19,23.19,22.36,21.59,20.88,20.88,20.25,19.31,19.70,20.12,20.12,20.12,19.24,19.24,19.24,17.89,17.89,17.89,16.55,16.55,16.55,16.16,3.16,27.66,28.28,28.16,29.02,30.00,30.07,31.26,31.40,31.58,30.81,30.08,30.08,29.12,27.89,27.89,27.66,27.66,27.29,26.17,26.17,27.07,27.02,28.02,28.00,27.02,27.02
1779654621.6232224,-51,3.00,24.08,23.02,23.02,22.00,21.00,20.02,19.10,19.24,18.44,18.68,17.72,17.72,17.09,17.46,17.46,17.46,16.55,16.55,15.65,15.65,15.65,14.32,14.32,14.32,14.32,3.61,28.16,28.07,28.00,29.07,29.27,30.59,30.81,30.36,30.68,31.02,30.46,29.55,28.64,28.23,27.31,26.00,25.63,25.30,25.00,25.96,25.71,25.50,25.50,26.48,26.17,25.18
1779654621.654507,-52,3.00,22.02,22.02,21.10,21.10,20.22,19.24,19.42,18.68,18.03,18.38,18.38,17.89,17.89,18.36,17.49,17.49,17.49,18.03,17.49,16.64,16.64,16.64,16.12,16.12,16.12,3.61,25.32,25.08,26.02,26.02,27.17,27.29,27.66,27.89,28.16,27.51,26.57,26.93,26.00,24.70,24.70,24.35,23.09,22.80,22.56,23.54,22.36,23.19,23.19,23.09,23.02,23.00
1779654621.6616955,-52,3.00,24.84,24.84,24.08,23.35,21.93,21.26,20.62,20.00,20.25,19.72,19.24,19.24,19.70,19.70,19.31,19.31,19.31,18.38,18.38,18.03,18.03,17.09,17.46,17.46,17.46,4.12,27.66,27.59,28.32,28.43,29.41,30.53,30.89,30.87,30.46,30.08,29.73,29.73,28.79,27.51,26.57,26.57,25.63,25.08,25.50,25.94,25.06,25.55,26.08,25.81,26.40,25.61
1779654621.685491,-54,3.00,26.48,25.71,24.74,23.77,22.80,21.84,20.88,20.25,20.25,19.31,18.38,18.38,17.46,17.00,16.55,15.65,15.65,14.32,13.42,12.08,11.18,9.85,9.85,8.94,8.06,2.24,23.26,23.77,24.35,25.00,25.71,26.48,28.16,28.07,28.02,29.00,29.02,28.07,28.07,27.07,27.02,26.02,26.00,26.00,26.02,26.08,26.17,26.31,26.31,27.29,26.48,26.48
1779654621.714955,-61,3.00,24.08,23.02,23.02,21.02,20.02,19.00,18.00,18.00,17.00,15.00,15.00,14.04,13.15,13.34,13.00,12.53,12.21,12.04,12.21,13.42,13.60,14.32,15.03,16.03,17.26,5.10,20.62,21.02,22.83,23.32,24.70,25.24,26.63,27.20,27.20,28.60,28.60,28.60,28.02,28.02,27.46,26.93,26.42,26.83,26.00,26.57,26.25,26.93,26.68,26.31,26.17,26.17
1779654621.7489698,-61,3.00,18.97,18.68,18.68,17.72,17.46,17.46,17.26,17.26,17.26,18.11,18.11,19.24,19.24,20.22,21.38,22.56,22.80,24.04,24.35,25.63,26.00,26.83,27.29,27.78,28.30,7.21,15.62,15.81,16.64,17.49,18.36,19.24,20.12,20.12,20.12,21.02,21.02,21.02,20.59,19.72,20.25,19.42,19.21,19.10,19.10,18.44,18.60,18.87,19.72,20.59,21.02,19.70
1779654621.7750552,-61,3.00,14.87,14.87,14.32,15.23,14.32,14.32,14.76,14.32,15.65,16.55,17.89,19.70,20.12,21.47,23.71,24.60,26.83,27.73,29.07,30.41,29.53,28.65,30.89,34.99,39.66,10.82,22.67,22.67,23.43,23.43,24.21,24.21,24.41,24.41,24.41,23.60,23.60,22.80,22.67,21.93,21.21,20.52,19.21,18.60,18.87,18.36,17.89,16.55,16.55,16.16,16.16,15.81
1779654621.8005805,-62,3.00,4.47,5.83,6.40,8.06,9.43,10.30,12.53,13.42,15.23,17.09,18.68,20.62,22.56,24.52,26.31,28.28,29.27,31.40,32.56,34.53,35.51,35.51,36.50,37.66,38.64,9.22,20.25,19.70,19.70,20.12,19.24,19.72,19.42,19.42,18.60,18.03,17.20,15.81,15.26,13.89,11.66,11.18,10.30,8.94,8.54,7.62,6.32,5.39,4.47,4.24,4.24,3.61
1779654621.8381078,-62,3.00,11.05,11.00,12.00,13.04,13.04,14.04,15.00,16.00,17.03,18.03,20.10,21.21,22.36,24.33,25.50,26.68,28.64,29.61,30.59,31.78,32.76,32.76,33.96,34.93,35.69,9.22,20.59,20.59,20.59,20.12,19.70,20.62,20.25,20.25,18.97,18.97,18.97,17.72,16.76,16.16,14.87,14.87,13.93,13.00,12.08,11.70,10.77,10.77,11.70,10.77,10.44,10.44
1779654621.8642461,-61,3.00,13.00,14.00,15.00,15.03,16.12,17.12,18.11,19.24,20.62,20.88,22.14,23.77,25.08,27.73,29.07,30.89,30.89,32.25,33.12,34.48,34.99,34.99,35.85,35.85,36.72,8.94,22.02,21.93,21.93,21.21,20.52,20.62,20.62,20.00,19.42,18.03,18.03,16.64,15.26,14.42,13.89,12.53,12.53,11.66,11.66,10.30,9.85,10.77,11.70,10.44,11.18,11.18
1779654621.890084,-61,3.00,12.04,12.04,13.00,13.04,14.04,14.14,15.30,16.49,16.76,17.09,18.03,19.70,20.12,21.47,22.83,23.32,24.19,25.55,25.55,26.42,26.42,25.94,25.94,26.83,27.31,6.32,11.18,11.40,10.44,10.44,10.77,10.30,9.43,10.00,9.22,9.22,8.49,7.81,7.21,7.21,6.71,6.32,6.32,6.08,6.08,6.08,7.07,7.00,8.00,8.00,9.00,9.06
1779654621.9205728,-58,3.00,16.12,16.28,17.26,17.26,18.44,18.68,19.92,20.62,21.93,22.83,23.32,25.24,25.81,27.80,29.83,30.61,32.02,32.02,33.42,33.42,34.21,34.21,34.21,35.00,35.23,8.60,15.23,14.32,13.89,13.60,12.81,13.45,13.45,12.73,12.73,12.04,12.21,11.66,10.82,10.30,10.30,9.85,9.49,9.49,9.49,10.44,10.44,11.18,11.18,12.17,13.15,13.15
1779654621.953115,-57,3.00,19.72,19.72,19.72,19.72,19.72,20.25,20.81,21.40,21.26,21.93,22.63,24.04,24.76,26.17,26.91,28.32,29.00,29.70,29.70,29.73,30.48,30.48,30.48,31.24,30.61,7.21,16.64,16.64,17.49,17.49,18.36,18.79,19.31,20.25,20.25,20.25,19.92,19.92,19.92,18.97,18.03,18.03,18.03,17.46,17.46,17.46,17.46,17.89,17.89,18.36,18.87,18.87
1779654621.9867883,-56,3.00,21.84,21.84,21.84,21.19,21.19,21.54,21.54,21.93,22.36,22.83,23.32,23.85,24.70,25.24,25.81,26.63,27.46,26.93,27.78,27.78,28.18,27.73,27.31,27.31,26.93,7.28,13.60,14.56,15.30,16.28,16.12,17.12,18.11,18.03,19.00,19.00,19.03,19.03,19.03,19.00,19.00,19.00,19.00,19.00,19.03,19.10,19.10,20.22,20.22,20.40,20.62,20.62
1779654622.014724,-56,3.00,20.40,20.22,21.21,21.21,20.10,20.02,21.00,21.00,21.02,22.09,22.20,23.19,23.35,24.33,24.52,25.32,26.31,26.31,26.17,26.08,26.08,25.02,25.00,25.02,26.08,6.08,10.00,10.00,11.05,11.05,12.17,13.34,13.60,13.60,14.87,15.23,15.23,15.65,15.65,15.65,15.65,16.55,16.55,16.16,16.16,17.09,16.76,17.72,18.68,19.65,19.42,19.42
1779654622.0430408,-56,3.00,20.40,20.62,20.62,20.62,20.88,21.19,21.54,21.93,22.36,22.83,23.32,24.70,25.24,26.63,27.46,27.46,28.30,28.30,29.15,28.65,28.65,28.18,28.64,28.23,27.86,6.71,7.81,8.49,9.22,9.43,9.43,10.30,10.77,11.70,11.40,12.17,12.17,13.15,13.04,13.04,13.04,14.04,14.04,14.04,14.04,15.03,15.13,16.12,17.12,18.25,18.25,19.42
1779654622.0738823,-55,3.00,21.95,22.47,22.47,23.02,22.20,22.80,23.43,23.35,24.08,24.84,25.61,26.40,27.20,28.60,29.41,30.23,30.81,30.81,31.40,31.24,30.48,31.14,30.41,31.11,31.14,7.81,7.21,7.81,8.49,8.49,9.22,10.63,10.82,11.66,12.53,12.08,13.00,13.93,13.93,13.93,14.56,14.87,14.87,14.87,16.16,16.16,16.16,17.46,18.79,19.24,19.72,19.72
1779654622.1030715,-55,3.00,23.43,23.43,24.21,24.41,24.41,24.70,25.06,25.94,26.40,26.93,27.86,28.46,29.41,31.32,32.28,32.57,33.53,33.53,33.84,34.18,33.62,34.01,33.54,34.00,33.62,8.60,5.00,5.10,6.08,6.32,6.71,8.06,9.43,10.00,10.63,11.31,12.04,12.04,12.81,12.81,12.81,14.21,14.21,15.00,15.62,16.28,17.03,17.69,19.10,19.80,20.52,20.52
1779654622.1334977,-54,3.00,25.08,25.02,26.02,26.00,26.00,26.08,27.17,27.29,28.44,28.86,30.08,30.36,31.62,32.57,33.84,34.79,34.48,35.44,35.17,35.17,34.71,34.71,34.71,35.36,35.13,9.06,5.66,7.62,9.85,9.49,9.22,12.17,13.04,12.00,11.05,12.04,13.15,14.56,14.56,14.56,15.52,15.52,15.52,16.76,16.49,17.46,18.44,20.40,21.38,22.20,23.19,23.19
1779654622.1642895,-54,3.00,22.02,22.80,22.20,22.20,22.47,22.47,22.83,22.36,22.85,23.77,24.70,24.35,26.25,27.20,27.20,27.51,28.46,28.79,28.79,29.15,28.64,28.18,28.18,28.65,28.30,7.21,6.08,6.08,6.32,7.62,8.06,8.94,9.43,10.00,10.82,11.40,12.04,12.73,12.73,13.45,13.45,14.87,14.87,15.56,15.56,16.28,16.97,17.69,18.44,18.44,19.21,20.00
1779654622.1950605,-55,3.00,25.50,25.50,24.84,24.84,25.61,25.00,25.81,26.08,25.55,26.83,27.73,28.64,29.97,29.97,31.30,31.30,32.65,33.12,32.76,33.29,32.45,31.62,31.40,32.02,33.30,8.49,9.22,9.43,11.40,14.87,17.03,14.87,14.87,15.62,16.28,16.28,17.80,18.44,18.44,19.21,18.60,19.42,19.42,19.21,19.85,20.62,21.26,21.26,21.93,24.04,24.08,24.08
1779654622.2297091,-56,3.00,21.38,21.38,21.21,21.21,20.10,20.10,20.02,21.02,21.00,21.02,21.10,22.09,22.09,23.09,24.08,24.08,25.08,25.02,25.00,25.02,25.08,25.08,25.18,25.32,25.50,6.32,15.13,15.81,15.23,15.26,17.49,19.24,20.59,21.95,21.95,21.95,22.47,22.47,21.63,21.63,20.81,20.25,20.25,20.12,19.70,20.62,20.25,20.25,21.19,21.84,21.59,21.38
1779654622.2614834,-56,3.00,20.81,21.10,21.10,20.25,19.72,20.59,20.12,19.70,20.62,22.47,22.47,22.47,24.35,25.30,26.25,26.57,27.51,27.51,27.86,28.23,28.64,28.18,28.18,28.65,29.15,7.21,16.40,16.97,18.44,19.80,21.26,22.63,23.35,22.67,22.67,22.80,22.80,22.02,22.67,21.26,21.26,21.26,20.52,19.80,19.80,20.52,19.85,19.85,20.62,21.40,20.81,21.10
1779654622.2825892,-57,3.00,18.68,18.68,19.65,18.44,18.44,19.42,19.24,20.10,21.10,22.02,22.02,23.00,25.02,26.02,28.02,28.02,29.02,30.07,30.02,31.02,32.00,32.00,32.02,32.06,33.06,8.06,17.72,18.03,18.03,19.31,19.70,21.02,21.02,21.47,21.47,21.47,21.47,21.47,20.59,20.12,19.24,18.79,18.79,18.38,18.03,18.03,17.72,17.72,17.72,18.68,18.68,18.68
1779654622.3164685,-57,3.00,17.49,17.49,17.49,17.49,18.03,18.03,18.60,18.60,19.21,19.85,21.26,21.93,22.63,24.04,24.76,25.46,26.87,26.87,27.59,27.59,27.59,27.66,28.43,27.80,28.60,7.81,16.55,16.55,17.46,17.09,18.03,18.97,18.68,18.68,18.68,18.44,18.44,18.44,18.44,17.46,17.72,17.72,16.76,16.76,17.09,16.16,16.55,16.55,16.55,17.00,17.00,17.00
1779654622.3439717,-57,3.00,18.68,18.44,19.42,19.42,19.42,19.24,19.24,20.22,20.10,21.02,21.00,22.00,22.00,23.00,24.00,24.00,25.02,25.02,25.08,25.18,25.18,25.32,25.32,25.50,25.71,7.07,16.76,16.16,16.55,16.55,17.89,18.36,18.87,18.87,19.42,19.42,19.42,19.42,18.87,18.03,18.03,17.49,17.49,17.00,17.89,17.46,17.46,18.38,18.38,18.97,18.68,18.68
