timestamp,rssi,sub_1,sub_2,sub_3,sub_4,sub_5,sub_6,sub_7,sub_8,sub_9,sub_10,sub_11,sub_12,sub_13,sub_14,sub_15,sub_16,sub_17,sub_18,sub_19,sub_20,sub_21,sub_22,sub_23,sub_24,sub_25,sub_26,sub_27,sub_28,sub_29,sub_30,sub_31,sub_32,sub_33,sub_34,sub_35,sub_36,sub_37,sub_38,sub_39,sub_40,sub_41,sub_42,sub_43,sub_44,sub_45,sub_46,sub_47,sub_48,sub_49,sub_50,sub_51,sub_52
1779652515.6467445,-53,3.00,21.47,21.47,21.93,21.54,22.14,21.84,22.56,23.35,23.19,24.19,25.08,26.02,27.02,28.02,29.02,30.07,30.15,31.26,31.40,31.58,31.78,31.32,31.95,31.78,32.20,8.06,23.71,23.26,23.26,23.77,23.41,24.04,24.04,23.77,23.77,22.80,22.56,22.56,21.84,20.25,20.25,20.25,19.70,19.24,18.87,19.42,19.21,19.85,19.80,20.52,20.62,20.00
1779652515.6769495,-53,3.00,17.89,16.55,16.16,15.81,15.52,14.32,14.14,14.04,14.00,14.04,14.14,14.32,15.52,15.52,16.76,16.76,16.76,17.72,17.72,17.72,17.46,17.26,18.25,19.10,18.03,5.00,26.93,27.20,27.02,27.02,27.59,27.59,27.66,27.02,26.40,26.40,25.81,25.24,24.41,23.60,22.80,22.02,22.02,21.26,21.21,20.52,19.85,19.85,20.00,20.00,19.42,18.87
1779652515.7069001,-56,3.00,12.81,11.40,10.63,9.22,7.81,6.40,5.66,4.24,3.61,2.24,1.00,1.41,2.24,3.00,4.00,5.10,6.08,7.28,8.25,9.49,10.77,10.77,11.18,11.66,12.21,3.61,31.32,30.08,29.83,29.61,29.43,30.41,30.27,30.27,29.27,28.16,28.16,27.17,26.17,24.33,23.54,22.80,21.84,21.19,20.62,20.12,19.24,18.87,18.87,18.03,17.20,15.81
1779652515.733486,-58,3.00,11.18,11.18,11.00,11.00,11.05,11.05,12.17,12.37,13.34,14.32,16.28,17.26,18.44,19.42,20.62,21.84,23.77,24.04,25.00,25.30,25.63,26.57,26.93,27.31,27.73,6.71,28.16,27.17,26.08,26.08,26.17,26.17,26.17,25.08,24.08,24.02,23.00,22.00,21.02,20.10,18.25,17.26,16.49,16.76,15.81,15.23,15.23,14.32,14.32,13.42,13.00,13.00
1779652515.7636921,-59,3.00,7.81,9.22,10.63,11.40,12.81,14.21,15.81,16.64,18.36,20.12,21.02,22.85,24.70,26.25,28.46,29.41,30.36,31.62,32.89,32.89,33.24,34.54,34.54,34.93,35.34,8.94,18.44,17.80,17.03,17.03,17.03,16.40,16.40,15.62,14.87,14.21,13.45,12.73,11.31,10.63,9.22,8.60,7.21,7.21,5.83,5.00,5.00,3.61,3.61,3.16,4.00,4.12
1779652515.7938094,-58,3.00,13.00,15.00,16.00,17.03,18.11,19.24,20.40,21.59,22.80,23.77,25.96,27.51,29.15,30.46,31.78,34.01,34.01,35.34,36.25,36.25,37.16,36.40,37.00,36.69,36.69,8.54,15.81,15.81,15.81,16.16,15.23,14.87,13.93,13.93,13.00,12.08,11.18,9.85,9.85,8.94,7.62,6.71,6.71,5.83,5.00,5.66,5.00,5.83,6.32,8.25,8.06,9.06
1779652515.8260436,-57,3.00,13.00,13.42,14.32,15.65,16.12,17.49,18.03,20.00,20.62,21.93,23.35,24.04,25.50,26.91,28.32,29.73,29.73,31.14,31.14,31.11,31.11,31.14,30.48,31.24,31.40,7.81,15.00,15.00,14.21,13.45,13.45,12.73,12.04,11.31,9.90,9.22,8.49,7.07,6.40,5.00,4.24,3.61,2.24,2.00,2.24,2.83,3.61,4.47,5.39,6.32,7.62,8.54
1779652515.8587995,-59,3.00,10.82,12.21,12.81,14.87,15.56,16.28,17.80,19.21,20.25,21.95,22.83,24.60,25.50,27.31,29.55,30.46,31.78,32.20,32.65,33.12,32.25,32.76,32.45,33.02,33.60,7.81,25.50,24.17,23.77,22.47,22.47,22.14,21.19,19.92,18.03,17.09,15.23,13.93,12.08,11.18,9.43,8.60,7.07,6.40,4.47,4.12,4.00,3.16,3.61,4.12,5.10,5.39
1779652515.8845494,-60,3.00,2.83,4.47,5.10,7.07,8.06,10.05,11.05,13.15,14.14,16.12,17.26,19.42,20.62,22.80,23.77,25.71,26.68,27.66,28.64,29.61,29.43,30.41,30.15,31.06,32.06,8.06,32.98,31.78,30.59,30.59,29.61,29.43,28.44,28.44,27.46,26.48,24.33,22.56,21.59,19.92,18.03,17.09,15.65,14.76,13.04,12.21,11.40,10.00,9.22,7.81,5.83,5.83
1779652515.9153628,-59,3.00,9.22,10.44,10.77,12.08,13.42,14.76,15.65,17.00,18.79,20.62,21.93,23.77,25.63,27.51,29.41,30.68,31.62,32.89,33.84,35.11,35.11,35.47,35.47,36.77,37.16,9.49,26.48,25.50,24.33,24.33,23.35,23.35,23.35,22.36,21.59,20.62,19.65,18.68,18.03,16.16,15.23,14.76,13.89,13.04,12.21,10.82,10.82,10.00,9.43,8.94,8.54,8.25
1779652515.9429984,-57,3.00,8.25,9.22,10.20,11.18,13.15,14.14,15.13,17.03,18.00,20.02,21.02,22.09,24.19,25.32,27.46,29.27,30.27,30.27,31.14,32.14,32.14,32.06,33.02,33.02,33.00,8.00,15.00,15.00,15.00,14.00,14.00,14.00,14.00,14.00,13.00,12.00,12.00,11.00,10.05,9.06,8.06,7.07,6.32,5.39,5.39,4.12,3.16,3.00,2.24,2.24,3.16,3.00
1779652515.977845,-57,3.00,8.54,9.22,11.05,12.00,13.15,14.32,15.52,17.09,18.79,20.12,21.95,23.32,26.08,27.46,29.68,31.06,31.91,33.62,34.48,34.89,35.78,36.25,36.77,36.06,36.69,8.25,25.08,24.70,24.70,24.35,24.35,24.04,22.80,22.80,21.84,20.88,19.92,18.97,17.09,16.55,15.65,13.89,13.04,12.04,11.31,10.00,9.43,8.54,7.28,7.07,6.08,6.32
1779652516.006607,-58,3.00,9.22,7.00,6.08,5.83,5.66,6.71,7.07,7.07,8.25,9.49,11.70,13.42,14.76,16.12,18.36,19.72,21.95,22.83,23.71,24.60,25.50,25.08,26.00,26.57,27.20,6.32,36.62,36.06,36.36,35.36,34.89,35.34,34.54,33.62,33.24,32.31,31.38,29.15,28.23,26.83,25.06,23.32,22.47,21.63,20.62,19.85,18.38,17.69,17.03,15.81,14.42,12.53
1779652516.037378,-59,3.00,8.06,6.71,5.39,5.00,4.12,3.61,5.00,5.39,7.28,8.25,9.22,11.18,12.17,14.14,16.12,17.12,18.11,20.10,21.02,22.02,22.00,23.02,23.09,24.19,24.33,7.07,33.38,33.38,32.25,32.25,32.14,32.14,32.14,31.14,30.15,30.15,29.15,27.17,26.31,24.52,23.77,23.09,21.54,20.62,20.12,18.36,17.49,16.64,15.81,15.00,13.60,12.21
1779652516.0644486,-59,3.00,5.39,6.32,7.28,8.25,9.49,11.40,12.65,13.93,15.23,16.55,17.89,19.72,21.10,22.47,24.41,26.08,27.46,27.46,28.84,29.68,29.15,29.53,29.53,29.97,29.97,7.62,22.85,22.85,22.47,21.54,21.54,21.54,20.62,20.62,19.70,18.79,17.46,16.55,15.65,13.89,13.04,12.21,11.40,10.63,9.22,8.49,7.07,6.40,5.66,4.24,3.16,3.00
1779652516.0944712,-59,3.00,2.83,3.61,5.39,7.28,8.25,9.49,11.40,12.65,13.93,16.16,17.46,19.70,21.02,23.26,24.60,26.83,28.18,29.07,29.97,30.87,30.87,31.38,31.95,31.95,32.57,7.28,29.55,29.55,28.64,28.64,28.23,28.23,28.23,27.31,26.00,25.08,24.17,21.93,21.47,19.72,18.03,17.20,15.62,14.87,13.45,12.81,11.40,10.00,8.60,7.81,6.40,5.66
1779652516.1305184,-57,3.00,16.40,17.03,17.03,17.03,16.97,17.69,19.10,19.10,19.85,20.00,20.62,21.40,22.80,24.41,25.24,25.81,27.20,27.20,28.60,28.60,28.43,28.43,29.07,29.07,29.73,7.07,25.50,24.84,25.00,25.81,25.81,25.00,24.84,24.84,25.61,24.21,23.43,22.67,21.21,19.80,19.10,18.44,18.44,17.20,18.03,18.03,16.64,16.12,16.12,16.64,16.64,16.12
1779652516.165315,-54,3.00,19.10,19.80,20.52,21.26,22.02,22.80,23.60,23.85,24.70,26.42,27.29,28.18,29.07,30.87,32.20,32.65,33.12,33.62,34.13,33.84,33.60,33.42,33.30,33.24,32.56,8.49,7.07,7.07,7.28,6.32,6.32,6.32,6.32,5.83,6.40,6.40,6.40,6.40,6.71,7.62,7.28,8.25,8.06,9.00,10.05,10.20,11.40,11.70,13.00,13.89,15.26,15.81
1779652516.1835434,-52,3.00,16.28,17.03,17.03,17.20,17.20,16.64,17.00,17.00,17.89,18.79,18.38,19.31,20.25,21.19,21.54,21.93,22.85,23.26,22.36,21.95,21.63,21.40,21.26,21.93,21.93,5.00,11.70,10.77,10.77,10.77,11.40,12.37,12.17,12.37,12.37,13.15,13.15,13.34,13.34,12.65,13.60,13.60,13.00,13.42,13.42,13.89,13.60,15.00,15.00,15.62,16.28,16.28
1779652516.213214,-53,3.00,20.81,20.81,20.62,20.62,20.52,20.52,20.52,21.26,21.40,22.20,21.63,22.47,23.32,23.85,25.24,25.81,25.81,25.61,26.25,26.17,25.46,25.50,24.84,25.00,25.24,5.83,14.56,15.52,15.30,15.30,16.28,17.12,17.03,17.12,18.03,18.03,18.03,18.11,18.25,17.26,17.26,17.26,17.46,17.72,17.09,18.03,18.38,18.79,19.24,19.72,20.25,20.25
1779652516.2464201,-58,65.07,14.32,14.56,15.81,15.81,16.16,17.46,18.36,18.87,20.25,21.40,22.80,23.43,24.84,26.25,27.66,28.43,29.21,29.21,30.00,30.23,29.68,30.02,29.53,29.97,30.46,7.62,10.82,10.63,10.63,10.00,10.00,8.60,7.81,7.81,8.49,7.81,6.40,5.83,5.39,5.10,4.00,5.10,5.39,5.00,5.00,5.00,6.71,7.28,8.25,9.06,10.00,10.05
1779652516.2560818,-58,3.00,21.02,22.09,22.20,23.19,23.35,24.52,24.74,25.96,26.57,28.23,28.64,29.97,31.30,32.65,33.54,34.44,35.34,35.85,36.40,36.06,35.74,35.44,35.44,35.90,35.69,9.06,8.54,8.54,7.28,6.32,6.32,5.39,4.47,3.61,2.83,2.24,3.00,3.16,3.61,4.24,5.66,6.40,7.21,8.06,9.49,10.44,11.40,12.17,14.14,15.03,16.03,16.00
1779652516.2732236,-56,3.00,22.36,23.35,23.54,23.77,24.04,25.30,25.63,26.00,26.83,28.18,28.65,30.02,31.38,32.76,33.62,34.48,34.48,34.89,35.34,34.93,34.54,34.18,33.53,34.21,34.93,8.06,6.40,5.83,5.00,5.00,4.24,3.61,3.16,3.00,3.16,3.61,4.24,5.00,5.83,6.71,7.62,8.54,9.49,10.44,11.18,12.17,13.04,15.03,16.00,17.00,19.10,19.24
1779652516.302596,-51,3.00,22.85,23.41,23.41,23.09,23.09,23.77,23.54,24.52,25.32,25.18,26.08,26.08,27.07,28.07,29.07,29.15,29.15,29.27,29.43,29.61,28.86,28.46,28.79,28.23,27.73,6.71,7.07,7.07,7.07,7.81,9.22,9.22,10.00,11.40,11.40,12.81,12.81,14.21,14.21,14.14,14.14,15.56,15.56,15.62,16.40,17.20,18.03,18.87,19.72,20.59,21.02,21.02
1779652516.3379872,-51,3.00,24.04,24.76,24.76,24.08,24.21,23.60,24.41,23.85,24.70,25.06,25.94,26.83,27.73,27.73,29.07,29.53,29.53,30.02,29.68,30.23,29.21,28.43,29.00,29.00,29.07,7.81,14.42,13.89,14.76,14.76,15.65,16.55,17.46,18.38,18.38,18.38,19.31,19.31,19.31,19.70,19.70,19.70,20.12,20.59,20.59,21.10,20.81,22.20,22.20,22.80,23.43,24.08
1779652516.3659735,-51,3.00,22.14,21.19,21.54,20.62,21.02,20.12,20.59,20.25,20.25,20.81,22.20,22.80,23.43,24.08,24.84,25.61,26.40,25.81,26.08,25.55,25.94,25.50,25.08,25.63,25.30,7.28,15.13,16.12,17.12,17.03,18.00,18.00,18.03,19.03,19.03,20.10,20.10,20.10,20.10,20.02,20.02,20.02,19.00,20.02,20.02,20.10,20.10,20.22,21.21,21.38,21.59,21.59
1779652516.396775,-53,3.00,21.40,22.02,21.26,20.52,21.21,21.26,21.40,20.81,21.10,21.95,22.83,23.71,24.60,25.50,26.83,27.29,28.18,27.78,28.30,28.02,28.43,28.32,28.28,28.32,28.43,7.21,18.38,18.97,19.92,19.65,20.62,20.40,21.38,21.38,21.21,21.21,21.21,21.21,21.21,21.21,20.40,20.40,20.62,19.92,20.25,20.25,20.62,21.02,21.02,21.47,21.95,21.63
1779652516.42882,-55,3.00,15.81,16.16,16.55,17.00,16.64,17.20,17.80,18.44,18.38,19.85,20.62,21.40,22.20,23.60,25.00,26.40,26.40,27.66,27.59,27.59,27.66,27.66,27.80,28.02,28.30,8.06,22.47,20.62,20.62,21.02,20.59,20.59,21.10,20.25,20.81,20.81,19.42,19.42,18.87,18.36,17.49,17.00,16.55,16.16,16.76,16.49,16.28,16.28,16.12,16.00,16.03,16.12
1779652516.4563713,-57,3.00,5.83,7.62,9.49,10.20,11.18,13.04,15.03,16.00,17.03,19.10,20.22,22.36,23.35,25.50,26.48,28.44,29.43,30.41,31.26,31.26,31.14,31.06,32.02,32.00,33.06,9.00,22.14,22.14,22.14,22.47,21.54,21.93,21.93,21.02,19.70,18.79,17.89,17.46,16.16,14.87,13.60,12.37,11.40,11.05,10.00,9.00,7.07,6.08,5.39,3.61,3.61,3.16
1779652516.4826791,-57,3.00,14.32,14.56,15.52,16.49,17.46,18.44,19.42,21.21,22.09,23.02,24.02,26.00,27.02,29.07,30.07,31.06,32.14,33.14,33.06,34.06,34.06,33.02,34.01,34.01,35.00,8.00,18.44,18.44,17.80,17.20,17.20,17.20,17.20,17.20,15.81,14.42,14.42,13.04,12.21,12.21,10.82,10.30,9.43,8.94,8.06,7.62,7.62,8.25,8.06,9.06,10.00,10.00
1779652516.5160608,-55,3.00,16.76,16.76,18.03,18.03,19.31,20.25,21.02,21.47,21.95,23.85,25.00,26.40,27.02,28.43,29.83,29.83,31.24,31.24,32.02,32.02,31.40,31.40,31.40,31.40,32.20,8.60,13.60,13.93,13.93,13.42,13.42,12.53,12.53,11.66,12.21,11.40,10.82,10.00,9.22,9.90,9.22,9.22,8.60,8.60,8.60,8.94,9.85,9.85,10.77,12.08,13.00,13.60
1779652516.5516279,-56,3.00,12.04,12.73,14.87,16.28,16.97,19.10,19.85,22.02,23.60,25.24,25.55,27.29,29.53,31.30,33.11,34.44,35.78,35.78,37.12,37.12,36.72,36.72,37.22,37.74,37.74,9.43,21.93,21.93,21.21,21.21,20.52,20.52,19.85,19.85,18.44,17.03,16.28,14.87,13.45,12.04,10.63,9.90,9.22,7.81,7.21,5.83,5.39,5.10,5.00,5.39,6.71,7.21
1779652516.576433,-57,3.00,9.85,10.77,13.00,14.32,14.76,16.12,17.49,18.60,20.00,21.26,22.67,24.04,25.46,27.59,29.00,30.41,31.11,31.83,32.53,32.53,32.56,32.56,33.30,32.65,33.42,7.81,18.87,18.60,18.60,17.80,17.20,17.20,17.03,16.40,15.62,14.21,13.60,12.21,11.40,10.00,8.60,8.06,7.21,5.83,4.47,3.61,2.83,2.24,2.00,2.83,3.61,4.47
1779652516.6063209,-55,3.00,13.89,15.00,16.40,17.03,17.69,18.38,19.85,21.26,22.80,23.85,24.70,25.55,27.29,28.65,30.89,31.38,32.76,33.29,33.84,33.60,32.80,33.42,33.30,32.56,33.24,8.49,13.42,13.04,13.04,12.21,12.21,12.21,12.21,10.82,10.82,9.43,8.94,8.94,7.62,7.28,6.08,6.00,5.10,5.39,5.00,5.00,5.39,6.08,7.00,8.06,9.22,9.49
1779652516.6335828,-54,3.00,14.87,16.28,17.03,18.60,19.42,19.72,21.47,22.85,23.77,25.63,26.57,27.20,29.12,31.05,33.24,33.53,34.79,34.79,36.40,35.85,35.34,35.36,35.85,35.51,35.81,8.60,16.28,16.12,16.03,16.03,16.03,15.03,15.03,15.03,14.04,13.04,13.15,12.17,11.40,10.77,9.85,9.43,9.22,9.22,8.06,8.54,8.25,9.00,9.06,10.20,10.77,11.18
1779652516.663227,-55,3.00,13.42,13.93,14.87,15.81,16.49,18.25,19.10,20.02,21.00,23.00,24.02,25.08,27.07,28.07,30.07,31.02,32.02,32.00,33.02,33.06,33.14,32.39,32.56,32.98,33.24,8.25,17.00,16.55,16.55,16.16,15.23,15.23,15.23,14.87,13.93,13.00,12.08,11.66,10.82,10.00,9.22,8.49,8.60,8.06,7.28,7.07,7.07,7.28,7.62,8.60,9.90,10.00
1779652516.6956766,-57,3.00,12.04,13.00,14.00,15.03,16.12,16.28,17.72,18.97,20.25,21.54,22.85,24.17,25.50,26.83,29.07,29.97,30.46,31.38,32.31,31.95,31.62,31.05,31.58,32.39,32.25,8.06,17.03,16.40,15.81,15.81,15.81,15.81,15.26,14.42,14.42,13.04,12.21,11.40,10.63,9.22,8.60,8.06,7.62,7.28,7.07,6.08,6.32,6.71,7.21,7.81,8.06,8.54
1779652516.7241693,-57,3.00,13.60,14.21,15.62,16.28,16.28,17.03,18.60,19.42,21.10,21.95,22.83,25.06,25.94,26.83,29.07,29.53,30.89,31.38,31.91,31.62,31.40,31.24,31.83,31.83,31.89,8.49,14.00,14.00,13.00,13.04,13.04,13.15,12.17,13.04,13.04,12.00,11.00,10.00,10.05,9.22,8.25,7.62,8.06,7.81,7.07,7.21,7.28,8.06,8.00,9.06,9.22,9.49
1779652516.7548244,-57,3.00,16.12,17.00,17.46,18.38,18.97,19.65,20.40,21.21,22.09,23.02,24.00,26.02,27.02,28.02,29.02,31.02,32.00,32.02,32.06,33.24,32.39,32.56,32.98,33.53,33.84,8.54,18.97,18.97,18.03,18.03,18.38,18.38,18.79,17.89,17.46,17.46,16.16,16.16,15.81,15.52,14.32,14.14,14.04,14.00,13.15,13.34,13.60,13.00,13.42,13.60,14.21,14.87
1779652516.7850833,-56,3.00,19.10,19.10,19.10,19.21,20.00,20.25,20.59,21.47,21.93,22.85,23.77,25.63,26.57,27.51,28.46,29.73,30.46,30.46,31.30,31.76,31.91,31.62,31.40,31.89,31.83,7.81,16.12,16.28,17.26,17.46,17.46,16.49,17.46,17.46,17.46,17.72,16.49,16.28,16.28,16.12,16.12,16.03,16.00,16.03,16.12,16.28,15.52,15.81,16.16,17.00,17.49,17.20
1779652516.8153949,-54,3.00,22.47,22.85,22.85,23.26,23.71,24.19,24.70,25.24,25.81,26.40,27.02,27.66,29.07,29.73,31.14,32.65,33.42,32.80,33.02,33.29,33.62,33.54,33.62,32.89,32.57,8.25,14.42,14.42,14.42,14.42,14.42,14.42,15.26,15.26,15.26,15.26,16.12,16.12,15.65,16.16,16.16,16.76,16.49,16.28,17.12,17.03,18.00,18.03,19.03,20.10,20.40,20.62
1779652516.849024,-54,3.00,24.70,24.70,24.35,24.35,25.00,24.74,25.50,26.31,27.29,28.16,28.16,29.07,30.02,31.02,32.06,33.14,33.14,33.24,33.38,33.73,32.98,32.57,33.24,33.11,32.65,8.94,12.08,12.08,12.08,12.08,13.00,13.00,14.32,14.32,14.76,14.76,14.76,15.26,15.26,15.81,16.40,17.03,17.69,16.97,17.69,18.44,18.60,19.42,20.25,21.10,21.47,22.36
1779652516.8846946,-53,65.07,24.08,23.09,23.09,23.02,23.00,23.02,23.09,23.09,23.19,23.35,24.52,25.32,27.46,26.68,28.46,31.32,32.76,33.54,34.13,31.14,26.31,26.08,25.00,24.02,24.19,7.07,16.55,16.55,17.89,17.89,18.36,18.36,18.87,19.42,19.42,19.42,20.25,20.25,20.25,19.72,19.72,20.59,20.12,19.70,20.62,20.25,20.88,21.84,21.84,22.56,23.35,23.35
1779652516.894614,-53,65.07,21.02,21.93,20.62,20.62,21.19,19.92,20.62,21.59,21.38,20.10,21.10,23.19,24.19,24.19,24.52,24.52,24.19,23.35,21.19,22.85,25.08,25.08,22.80,22.56,23.26,6.71,15.00,15.62,15.62,16.28,16.28,16.97,17.69,17.69,17.69,17.69,17.69,17.69,17.69,18.38,18.38,18.38,18.38,18.44,19.21,19.21,19.42,20.25,20.25,20.59,20.59,20.59
1779652516.899467,-53,3.00,21.93,21.93,22.67,22.02,21.40,21.63,21.95,21.95,21.95,22.83,22.83,23.71,24.17,25.08,26.00,26.40,26.83,26.83,27.29,26.93,26.63,26.25,26.17,25.50,25.61,6.40,16.12,15.65,16.55,16.55,17.46,17.09,18.03,18.03,18.03,18.97,18.68,19.65,19.65,18.97,18.97,18.38,18.79,19.24,19.72,20.25,20.25,20.00,20.81,21.40,21.40,21.26
1779652516.9122748,-53,3.00,22.02,22.67,21.93,21.21,20.52,20.62,20.81,21.63,21.95,22.36,22.36,22.36,23.26,24.17,25.50,25.50,25.50,25.94,26.42,26.08,25.81,26.40,25.61,25.50,25.46,7.07,21.10,21.47,21.47,21.93,21.93,22.47,23.09,23.09,23.09,23.77,23.77,23.77,22.80,21.84,21.84,22.14,21.19,21.54,21.54,21.02,21.47,21.95,22.47,22.47,22.20,22.20
1779652516.9406369,-55,3.00,16.55,16.16,16.76,16.49,15.30,16.12,16.03,16.00,17.03,17.12,18.25,19.24,20.40,21.59,21.59,22.56,23.35,23.35,24.19,24.08,24.02,24.02,24.08,24.19,24.52,6.32,21.40,22.20,21.40,20.81,21.63,21.95,21.47,21.47,21.02,21.02,20.62,20.62,19.70,19.70,19.24,18.36,18.03,17.20,17.80,17.03,17.03,16.97,16.97,17.03,16.40,16.64
1779652516.9653962,-59,3.00,8.60,8.54,10.20,11.00,12.04,13.15,14.56,16.16,17.89,19.24,21.10,22.47,24.41,25.81,28.02,28.84,29.68,31.91,32.76,33.12,33.54,34.44,34.01,34.54,34.79,9.49,26.91,27.59,26.17,25.46,26.17,26.25,25.50,24.84,24.21,23.43,22.67,21.26,20.62,19.10,18.44,17.03,16.40,15.26,13.42,13.00,12.65,12.17,11.05,10.00,9.22,9.22
1779652516.995748,-59,3.00,3.16,5.00,6.08,7.07,9.22,10.20,12.17,14.32,15.13,17.12,19.10,21.10,22.09,24.08,26.08,28.07,29.15,30.15,31.14,32.25,32.39,32.39,32.56,33.73,33.96,9.22,29.00,29.02,29.02,28.02,28.07,28.07,28.07,27.07,26.08,25.02,24.02,23.02,22.00,20.02,18.11,18.11,16.28,15.30,14.56,12.65,11.70,10.44,9.49,7.28,6.32,5.10
1779652517.0260453,-59,3.00,5.39,6.32,8.25,10.05,11.05,12.04,14.00,15.03,17.12,18.25,19.42,21.59,22.80,25.00,27.20,28.16,29.12,30.08,31.05,32.02,31.78,32.56,32.39,33.24,33.24,8.06,24.04,23.35,23.35,22.67,22.67,21.93,21.26,20.52,19.10,18.44,17.69,16.97,14.87,13.45,12.81,11.66,11.18,9.85,8.54,7.28,6.08,5.10,4.00,3.16,1.41,1.00
1779652517.0788982,-59,3.00,9.22,10.63,12.04,12.81,13.60,15.26,16.12,16.55,18.38,20.25,20.88,22.80,23.77,25.71,26.68,28.64,29.83,29.83,31.05,31.32,31.62,31.95,32.31,31.78,32.20,8.94,16.97,16.97,16.28,16.28,15.62,15.62,14.21,14.21,12.81,12.04,11.31,9.90,9.22,8.60,7.21,6.32,6.08,5.00,5.00,4.12,3.61,4.24,4.12,4.00,5.10,5.39
1779652517.0907187,-58,65.07,13.34,14.56,15.81,17.09,17.46,18.36,19.24,18.87,19.21,20.81,24.70,27.46,27.20,26.40,27.20,28.84,30.53,31.38,31.76,32.20,33.24,33.53,33.53,34.79,40.50,10.77,12.73,12.73,12.04,12.04,11.40,10.63,10.63,9.22,8.49,7.07,7.07,6.40,5.83,5.39,4.12,4.00,4.12,3.61,4.24,5.00,5.83,6.32,7.28,9.06,10.00,11.05
1779652517.0944557,-58,3.00,13.60,14.87,16.16,16.55,17.89,18.36,20.25,20.81,21.40,23.43,24.08,24.76,26.87,27.59,29.70,30.41,31.83,32.56,32.65,32.65,32.80,32.20,32.45,32.76,33.12,8.06,12.21,12.21,11.66,11.66,10.82,10.30,10.30,9.43,8.60,7.81,7.07,5.66,5.00,4.47,4.12,4.00,4.12,4.47,4.24,5.00,5.39,6.32,7.07,9.00,10.05,10.05
1779652517.1189988,-57,65.07,18.44,19.42,20.40,21.21,21.10,22.09,23.02,24.00,25.02,26.17,27.29,28.44,29.43,30.59,32.76,33.73,34.53,34.53,35.36,35.23,35.13,35.06,35.01,35.00,35.01,9.06,8.54,7.62,6.71,6.71,5.83,5.83,4.47,4.47,3.16,2.24,2.00,1.41,1.00,2.24,3.16,3.61,5.00,5.66,6.40,7.21,8.06,9.43,11.18,12.08,13.93,13.93
1779652517.1538334,-55,3.00,19.21,19.85,20.52,20.52,21.21,22.67,23.43,24.21,24.41,25.24,25.55,27.29,28.18,29.53,30.89,32.25,32.25,33.29,33.02,33.60,32.80,32.65,31.89,32.53,32.56,7.81,6.08,6.00,6.08,5.39,6.32,6.32,5.39,5.00,5.66,6.40,5.83,5.83,6.32,6.32,6.08,8.06,9.00,9.00,10.20,11.18,11.40,12.65,13.42,13.89,15.26,15.26
1779652517.1750374,-56,3.00,18.68,20.25,21.54,21.93,22.36,22.83,24.19,25.24,25.81,27.02,28.43,29.73,31.14,32.56,33.97,35.38,36.12,36.88,37.64,37.80,37.20,37.44,37.74,37.59,37.12,9.85,8.60,8.60,7.21,7.21,7.21,7.21,6.71,6.71,6.32,6.08,6.00,5.10,5.39,5.83,6.40,7.07,7.21,8.06,8.54,9.49,10.20,11.05,12.00,13.04,14.14,15.30
1779652517.2045877,-51,3.00,23.77,24.74,25.50,25.50,26.31,26.17,27.07,28.02,28.02,29.07,30.07,31.14,33.14,34.13,35.13,36.06,37.05,38.00,38.01,37.12,37.34,36.50,36.67,36.14,36.69,8.54,10.20,10.20,10.20,11.18,11.18,11.40,11.40,12.37,12.65,12.65,13.00,13.42,13.42,13.89,14.42,15.00,14.87,15.56,15.56,15.62,17.20,17.49,19.24,19.70,20.25,21.19
1779652517.2597916,-52,3.00,22.47,22.83,23.71,23.71,24.60,25.08,26.00,26.57,26.93,27.89,28.64,30.59,31.58,32.56,33.73,33.96,35.17,35.44,35.11,35.47,34.93,34.44,34.89,34.48,34.67,8.60,8.54,8.25,9.22,9.22,9.22,9.22,9.06,9.06,9.06,10.00,11.00,11.05,11.18,11.18,11.40,11.70,12.08,12.53,13.89,14.42,15.00,16.28,16.97,17.69,19.21,19.42
1779652517.264508,-51,3.00,25.94,27.29,27.29,27.78,28.30,28.84,29.41,30.00,31.24,31.89,32.56,33.94,34.66,36.07,37.48,38.21,38.29,38.42,38.60,38.83,37.74,37.22,37.59,37.58,37.16,9.85,7.21,8.06,8.06,8.06,8.06,8.94,9.85,10.77,10.77,10.44,11.40,12.37,12.37,13.15,14.04,14.00,15.00,16.03,16.12,17.12,17.46,18.68,19.92,21.19,22.47,22.85
1779652517.2995381,-52,3.00,20.02,21.10,22.20,22.20,22.36,22.56,24.04,24.35,25.63,26.00,27.31,28.64,29.07,29.97,31.30,33.11,34.01,33.62,33.24,33.53,33.24,32.98,32.56,33.38,34.13,9.00,8.25,8.25,8.25,8.25,9.49,9.49,9.49,9.49,9.49,9.85,10.30,10.30,10.00,10.63,10.63,11.31,11.40,12.21,12.53,13.00,13.60,14.56,15.30,16.12,17.03,17.03
1779652517.3088799,-51,3.00,23.85,24.70,25.55,26.42,26.40,26.93,27.51,28.46,29.41,30.68,31.62,33.24,33.96,35.69,35.69,36.88,38.08,39.05,38.08,38.60,37.95,37.16,37.59,38.28,38.28,9.43,9.49,10.44,10.44,10.44,10.44,11.40,11.18,12.04,12.17,12.17,12.17,13.15,13.04,13.00,13.04,13.34,13.60,13.93,15.23,16.12,15.81,17.03,17.80,19.21,20.52,21.21
